district,ac_code,ac_name,part_no,booth_name,year,votes_P1,votes_P2,votes_P3,votes_P4,votes_NOTA,total_votes,winner,margin,turnout_pct
Paschim Bardhaman,1401,WBrd-1401,15,Market Building 15,2019,308,128,6,63,5,510,P1,180,78.9
Paschim Bardhaman,1401,WBrd-1401,15,Market Building 15,2021,334,103,5,38,6,486,P1,231,75.2
Paschim Bardhaman,1401,WBrd-1401,16,Post Office 16,2019,207,144,5,53,4,413,P1,63,83.9
Paschim Bardhaman,1401,WBrd-1401,16,Post Office 16,2021,214,137,5,31,3,390,P1,77,79.3
Paschim Bardhaman,1401,WBrd-1401,17,Anganwadi Centre 17,2019,321,222,5,57,6,611,P1,99,80.0
Paschim Bardhaman,1401,WBrd-1401,17,Anganwadi Centre 17,2021,267,248,7,78,6,606,P1,19,79.3
Paschim Bardhaman,1401,WBrd-1401,18,Govt Office 18,2019,298,198,8,84,7,595,P1,100,77.6
Paschim Bardhaman,1401,WBrd-1401,18,Govt Office 18,2021,237,241,14,146,7,645,P2,4,84.1
Paschim Bardhaman,1401,WBrd-1401,19,High School 19,2019,238,153,2,37,5,435,P1,85,81.2
Paschim Bardhaman,1401,WBrd-1401,19,High School 19,2021,259,140,2,37,5,443,P1,119,82.6
Paschim Bardhaman,1401,WBrd-1401,20,Primary School 20,2019,230,116,7,56,4,413,P1,114,75.4
Paschim Bardhaman,1401,WBrd-1401,20,Primary School 20,2021,219,153,4,85,5,466,P1,66,85.0
Paschim Bardhaman,1401,WBrd-1401,21,High School 21,2019,244,159,8,60,6,477,P1,85,81.4
Paschim Bardhaman,1401,WBrd-1401,21,High School 21,2021,282,157,3,52,5,499,P1,125,85.2
Paschim Bardhaman,1401,WBrd-1401,22,Primary School 22,2019,296,176,10,123,6,611,P1,120,79.4
Paschim Bardhaman,1401,WBrd-1401,22,Primary School 22,2021,272,107,14,227,6,626,P1,45,81.3
Paschim Bardhaman,1401,WBrd-1401,23,Govt Office 23,2019,280,130,3,38,5,456,P1,150,85.9
Paschim Bardhaman,1401,WBrd-1401,23,Govt Office 23,2021,278,97,6,72,5,458,P1,181,86.3
Paschim Bardhaman,1401,WBrd-1401,24,Primary School 24,2019,283,256,8,101,7,655,P1,27,80.9
Paschim Bardhaman,1401,WBrd-1401,24,Primary School 24,2021,335,272,8,53,7,675,P1,63,83.3
Paschim Bardhaman,1401,WBrd-1401,25,Madrasa 25,2019,227,144,5,49,4,429,P1,83,76.1
Paschim Bardhaman,1401,WBrd-1401,25,Madrasa 25,2021,213,184,3,61,5,466,P1,29,82.6
Paschim Bardhaman,1401,WBrd-1401,26,Health Sub-Centre 26,2019,228,132,12,100,4,476,P1,96,85.0
Paschim Bardhaman,1401,WBrd-1401,26,Health Sub-Centre 26,2021,230,146,12,86,4,478,P1,84,85.4
Paschim Bardhaman,1401,WBrd-1401,27,Market Building 27,2019,386,242,4,59,7,698,P1,144,86.0
Paschim Bardhaman,1401,WBrd-1401,27,Market Building 27,2021,348,210,4,51,7,620,P1,138,76.4
Paschim Bardhaman,1401,WBrd-1401,28,Market Building 28,2019,323,158,7,106,5,599,P1,165,79.7
Paschim Bardhaman,1401,WBrd-1401,28,Market Building 28,2021,296,156,6,113,5,576,P1,140,76.6
Paschim Bardhaman,1401,WBrd-1401,29,Primary School 29,2019,314,196,2,49,5,566,P1,118,85.8
Paschim Bardhaman,1401,WBrd-1401,29,Primary School 29,2021,309,157,6,58,5,535,P1,152,81.1
Paschim Bardhaman,1401,WBrd-1401,30,High School 30,2019,192,163,11,123,4,493,P1,29,85.0
Paschim Bardhaman,1401,WBrd-1401,30,High School 30,2021,189,136,12,105,4,446,P1,53,76.9
Paschim Bardhaman,1401,WBrd-1401,31,High School 31,2019,209,187,3,80,4,483,P1,22,85.9
Paschim Bardhaman,1401,WBrd-1401,31,High School 31,2021,252,117,4,71,5,449,P1,135,79.9
Paschim Bardhaman,1401,WBrd-1401,32,High School 32,2019,343,198,4,65,6,616,P1,145,76.9
Paschim Bardhaman,1401,WBrd-1401,32,High School 32,2021,320,177,17,148,7,669,P1,143,83.5
Paschim Bardhaman,1401,WBrd-1401,33,Primary School 33,2019,290,202,5,44,5,546,P1,88,77.2
Paschim Bardhaman,1401,WBrd-1401,33,Primary School 33,2021,311,201,9,73,6,600,P1,110,84.9
Paschim Bardhaman,1401,WBrd-1401,34,Market Building 34,2019,377,168,6,50,6,607,P1,209,85.0
Paschim Bardhaman,1401,WBrd-1401,34,Market Building 34,2021,315,175,5,62,6,563,P1,140,78.9
Paschim Bardhaman,1401,WBrd-1401,35,Panchayat Bhavan 35,2019,257,172,13,93,6,541,P1,85,83.0
Paschim Bardhaman,1401,WBrd-1401,35,Panchayat Bhavan 35,2021,242,162,13,134,7,558,P1,80,85.6
Paschim Bardhaman,1401,WBrd-1401,36,Community Hall 36,2019,307,200,8,108,7,630,P1,107,83.6
Paschim Bardhaman,1401,WBrd-1401,36,Community Hall 36,2021,315,237,4,52,5,613,P1,78,81.3
Paschim Bardhaman,1401,WBrd-1401,37,Govt Office 37,2019,225,141,2,34,4,406,P1,84,79.5
Paschim Bardhaman,1401,WBrd-1401,37,Govt Office 37,2021,223,149,2,37,4,415,P1,74,81.2
Paschim Bardhaman,1401,WBrd-1401,38,Panchayat Bhavan 38,2019,400,56,3,43,4,506,P1,344,79.3
Paschim Bardhaman,1401,WBrd-1401,38,Panchayat Bhavan 38,2021,238,160,5,83,5,491,P1,78,77.0
Paschim Bardhaman,1401,WBrd-1401,39,Anganwadi Centre 39,2019,203,147,6,53,4,413,P1,56,82.8
Paschim Bardhaman,1401,WBrd-1401,39,Anganwadi Centre 39,2021,184,72,9,108,4,377,P1,76,75.6
Paschim Bardhaman,1401,WBrd-1401,40,Club Building 40,2019,161,119,6,79,3,368,P1,42,76.3
Paschim Bardhaman,1401,WBrd-1401,40,Club Building 40,2021,245,116,3,36,4,404,P1,129,83.8
Paschim Bardhaman,1401,WBrd-1401,41,High School 41,2019,346,170,2,50,5,573,P1,176,78.1
Paschim Bardhaman,1401,WBrd-1401,41,High School 41,2021,267,228,4,47,5,551,P1,39,75.1
Paschim Bardhaman,1401,WBrd-1401,42,Anganwadi Centre 42,2019,259,173,6,67,6,511,P1,86,77.9
Paschim Bardhaman,1401,WBrd-1401,42,Anganwadi Centre 42,2021,320,139,3,42,7,511,P1,181,77.9
Paschim Bardhaman,1401,WBrd-1401,43,Anganwadi Centre 43,2019,226,114,11,74,4,429,P1,112,84.8
Paschim Bardhaman,1401,WBrd-1401,43,Anganwadi Centre 43,2021,223,132,4,34,4,397,P1,91,78.5
Paschim Bardhaman,1401,WBrd-1401,44,Temple Hall 44,2019,251,103,8,98,5,465,P1,148,83.2
Paschim Bardhaman,1401,WBrd-1401,44,Temple Hall 44,2021,275,127,2,39,4,447,P1,148,80.0
Paschim Bardhaman,1401,WBrd-1401,45,Anganwadi Centre 45,2019,214,137,8,88,5,452,P1,77,82.9
Paschim Bardhaman,1401,WBrd-1401,45,Anganwadi Centre 45,2021,279,87,4,73,4,447,P1,192,82.0
Paschim Bardhaman,1401,WBrd-1401,46,Primary School 46,2019,212,173,4,35,3,427,P1,39,79.1
Paschim Bardhaman,1401,WBrd-1401,46,Primary School 46,2021,232,131,3,63,5,434,P1,101,80.4
Paschim Bardhaman,1401,WBrd-1401,47,Market Building 47,2019,302,163,4,42,6,517,P1,139,85.7
Paschim Bardhaman,1401,WBrd-1401,47,Market Building 47,2021,316,106,5,38,4,469,P1,210,77.8
Paschim Bardhaman,1401,WBrd-1401,48,Panchayat Bhavan 48,2019,206,157,3,63,4,433,P1,49,82.0
Paschim Bardhaman,1401,WBrd-1401,48,Panchayat Bhavan 48,2021,313,71,5,34,4,427,P1,242,80.9
Paschim Bardhaman,1401,WBrd-1401,49,High School 49,2019,246,158,6,69,5,484,P1,88,77.2
Paschim Bardhaman,1401,WBrd-1401,49,High School 49,2021,328,113,3,42,4,490,P1,215,78.1
Paschim Bardhaman,1401,WBrd-1401,50,Anganwadi Centre 50,2019,288,167,4,41,5,505,P1,121,77.6
Paschim Bardhaman,1401,WBrd-1401,50,Anganwadi Centre 50,2021,320,148,4,43,5,520,P1,172,79.9
Paschim Bardhaman,1401,WBrd-1401,51,Community Hall 51,2019,342,167,6,59,5,579,P1,175,82.1
Paschim Bardhaman,1401,WBrd-1401,51,Community Hall 51,2021,310,218,2,51,6,587,P1,92,83.3
Paschim Bardhaman,1401,WBrd-1401,52,Club Building 52,2019,275,116,9,117,5,522,P1,158,78.9
Paschim Bardhaman,1401,WBrd-1401,52,Club Building 52,2021,280,163,3,52,4,502,P1,117,75.8
Paschim Bardhaman,1401,WBrd-1401,53,Temple Hall 53,2019,235,141,8,66,5,455,P1,94,84.7
Paschim Bardhaman,1401,WBrd-1401,53,Temple Hall 53,2021,251,140,3,49,5,448,P1,111,83.4
Paschim Bardhaman,1401,WBrd-1401,54,Madrasa 54,2019,257,136,4,77,6,480,P1,121,81.5
Paschim Bardhaman,1401,WBrd-1401,54,Madrasa 54,2021,243,171,5,78,4,501,P1,72,85.1
Paschim Bardhaman,1401,WBrd-1401,55,Primary School 55,2019,244,113,4,31,5,397,P1,131,75.3
Paschim Bardhaman,1401,WBrd-1401,55,Primary School 55,2021,260,114,3,34,4,415,P1,146,78.7
Paschim Bardhaman,1401,WBrd-1401,56,Primary School 56,2019,157,117,10,121,4,409,P1,36,79.1
Paschim Bardhaman,1401,WBrd-1401,56,Primary School 56,2021,231,117,4,31,4,387,P1,114,74.9
Paschim Bardhaman,1401,WBrd-1401,57,Madrasa 57,2019,340,271,7,54,7,679,P1,69,83.7
Paschim Bardhaman,1401,WBrd-1401,57,Madrasa 57,2021,376,203,5,53,6,643,P1,173,79.3
Paschim Bardhaman,1401,WBrd-1401,58,Health Sub-Centre 58,2019,238,241,11,98,6,594,P2,3,76.9
Paschim Bardhaman,1401,WBrd-1401,58,Health Sub-Centre 58,2021,357,194,3,52,6,612,P1,163,79.3
Paschim Bardhaman,1401,WBrd-1401,59,Market Building 59,2019,212,115,8,56,3,394,P1,97,75.9
Paschim Bardhaman,1401,WBrd-1401,59,Market Building 59,2021,231,126,8,66,5,436,P1,105,84.0
Paschim Bardhaman,1401,WBrd-1401,60,Anganwadi Centre 60,2019,365,179,5,81,7,637,P1,186,83.7
Paschim Bardhaman,1401,WBrd-1401,60,Anganwadi Centre 60,2021,402,181,6,52,6,647,P1,221,85.0
Paschim Bardhaman,1401,WBrd-1401,61,Primary School 61,2019,185,115,7,76,4,387,P1,70,79.0
Paschim Bardhaman,1401,WBrd-1401,61,Primary School 61,2021,197,123,6,44,4,374,P1,74,76.3
Paschim Bardhaman,1401,WBrd-1401,62,Anganwadi Centre 62,2019,354,208,2,54,7,625,P1,146,83.0
Paschim Bardhaman,1401,WBrd-1401,62,Anganwadi Centre 62,2021,309,186,2,61,5,563,P1,123,74.8
Paschim Bardhaman,1401,WBrd-1401,63,High School 63,2019,266,180,6,44,5,501,P1,86,75.1
Paschim Bardhaman,1401,WBrd-1401,63,High School 63,2021,284,186,7,69,5,551,P1,98,82.6
Paschim Bardhaman,1401,WBrd-1401,64,High School 64,2019,312,147,4,42,5,510,P1,165,76.0
Paschim Bardhaman,1401,WBrd-1401,64,High School 64,2021,257,172,14,97,6,546,P1,85,81.4
Paschim Bardhaman,1401,WBrd-1401,65,Health Sub-Centre 65,2019,272,181,23,176,6,658,P1,91,82.5
Paschim Bardhaman,1401,WBrd-1401,65,Health Sub-Centre 65,2021,315,171,4,100,6,596,P1,144,74.7
Paschim Bardhaman,1401,WBrd-1401,66,Post Office 66,2019,263,118,4,34,4,423,P1,145,78.0
Paschim Bardhaman,1401,WBrd-1401,66,Post Office 66,2021,239,147,3,35,4,428,P1,92,79.0
Paschim Bardhaman,1401,WBrd-1401,67,Community Hall 67,2019,189,103,11,82,4,389,P1,86,75.5
Paschim Bardhaman,1401,WBrd-1401,67,Community Hall 67,2021,193,119,3,72,5,392,P1,74,76.1
Paschim Bardhaman,1401,WBrd-1401,68,Madrasa 68,2019,464,143,7,54,7,675,P1,321,85.8
Paschim Bardhaman,1401,WBrd-1401,68,Madrasa 68,2021,279,253,15,117,7,671,P1,26,85.3
Paschim Bardhaman,1401,WBrd-1401,69,Temple Hall 69,2019,263,209,8,69,6,555,P1,54,78.1
Paschim Bardhaman,1401,WBrd-1401,69,Temple Hall 69,2021,283,191,5,85,5,569,P1,92,80.0
Paschim Bardhaman,1401,WBrd-1401,70,High School 70,2019,422,124,7,48,5,606,P1,298,81.5
Paschim Bardhaman,1401,WBrd-1401,70,High School 70,2021,335,162,16,120,6,639,P1,173,85.9
Paschim Bardhaman,1401,WBrd-1401,71,Panchayat Bhavan 71,2019,258,104,4,48,5,419,P1,154,75.8
Paschim Bardhaman,1401,WBrd-1401,71,Panchayat Bhavan 71,2021,255,143,2,38,5,443,P1,112,80.1
Paschim Bardhaman,1401,WBrd-1401,72,Community Hall 72,2019,343,148,3,46,6,546,P1,195,84.5
Paschim Bardhaman,1401,WBrd-1401,72,Community Hall 72,2021,308,137,4,41,4,494,P1,171,76.5
Paschim Bardhaman,1401,WBrd-1401,73,Primary School 73,2019,282,154,8,69,5,518,P1,128,79.3
Paschim Bardhaman,1401,WBrd-1401,73,Primary School 73,2021,311,134,4,71,5,525,P1,177,80.4
Paschim Bardhaman,1401,WBrd-1401,74,High School 74,2019,317,131,4,41,5,498,P1,186,76.1
Paschim Bardhaman,1401,WBrd-1401,74,High School 74,2021,264,134,9,87,5,499,P1,130,76.3
Paschim Bardhaman,1401,WBrd-1401,75,Primary School 75,2019,321,176,9,80,6,592,P1,145,84.7
Paschim Bardhaman,1401,WBrd-1401,75,Primary School 75,2021,351,169,5,47,6,578,P1,182,82.7
Paschim Bardhaman,1401,WBrd-1401,76,Market Building 76,2019,239,211,4,41,5,500,P1,28,82.9
Paschim Bardhaman,1401,WBrd-1401,76,Market Building 76,2021,242,151,5,81,5,484,P1,91,80.3
Paschim Bardhaman,1401,WBrd-1401,77,Govt Office 77,2019,257,115,10,69,5,456,P1,142,76.4
Paschim Bardhaman,1401,WBrd-1401,77,Govt Office 77,2021,227,123,4,107,5,466,P1,104,78.1
Paschim Bardhaman,1401,WBrd-1401,78,High School 78,2019,260,226,6,42,6,540,P1,34,75.3
Paschim Bardhaman,1401,WBrd-1401,78,High School 78,2021,289,169,10,92,6,566,P1,120,78.9
Paschim Bardhaman,1401,WBrd-1401,79,Anganwadi Centre 79,2019,299,135,4,40,4,482,P1,164,79.8
Paschim Bardhaman,1401,WBrd-1401,79,Anganwadi Centre 79,2021,207,144,3,106,5,465,P1,63,77.0
Paschim Bardhaman,1401,WBrd-1401,80,Post Office 80,2019,269,130,5,86,4,494,P1,139,83.4
Paschim Bardhaman,1401,WBrd-1401,80,Post Office 80,2021,264,167,4,58,5,498,P1,97,84.1
Paschim Bardhaman,1401,WBrd-1401,81,Health Sub-Centre 81,2019,267,199,3,50,6,525,P1,68,82.5
Paschim Bardhaman,1401,WBrd-1401,81,Health Sub-Centre 81,2021,327,162,5,44,6,544,P1,165,85.5
Paschim Bardhaman,1401,WBrd-1401,82,Panchayat Bhavan 82,2019,248,109,15,106,5,483,P1,139,79.1
Paschim Bardhaman,1401,WBrd-1401,82,Panchayat Bhavan 82,2021,214,144,5,109,4,476,P1,70,77.9
Paschim Bardhaman,1401,WBrd-1401,83,Panchayat Bhavan 83,2019,240,130,14,172,6,562,P1,68,79.3
Paschim Bardhaman,1401,WBrd-1401,83,Panchayat Bhavan 83,2021,320,230,5,50,6,611,P1,90,86.2
Paschim Bardhaman,1401,WBrd-1401,84,Anganwadi Centre 84,2019,191,157,2,32,4,386,P1,34,77.0
Paschim Bardhaman,1401,WBrd-1401,84,Anganwadi Centre 84,2021,190,145,5,79,4,423,P1,45,84.4
Paschim Bardhaman,1401,WBrd-1401,85,Anganwadi Centre 85,2019,352,168,3,49,5,577,P1,184,85.9
Paschim Bardhaman,1401,WBrd-1401,85,Anganwadi Centre 85,2021,248,163,6,103,4,524,P1,85,78.0
Paschim Bardhaman,1401,WBrd-1401,86,Panchayat Bhavan 86,2019,267,125,2,37,4,435,P1,142,77.0
Paschim Bardhaman,1401,WBrd-1401,86,Panchayat Bhavan 86,2021,262,112,9,76,5,464,P1,150,82.1
Paschim Bardhaman,1401,WBrd-1401,87,Panchayat Bhavan 87,2019,197,117,4,115,5,438,P1,80,83.9
Paschim Bardhaman,1401,WBrd-1401,87,Panchayat Bhavan 87,2021,237,127,3,34,3,404,P1,110,77.4
Paschim Bardhaman,1401,WBrd-1401,88,Primary School 88,2019,214,172,6,53,4,449,P1,42,80.6
Paschim Bardhaman,1401,WBrd-1401,88,Primary School 88,2021,236,118,9,102,4,469,P1,118,84.2
Paschim Bardhaman,1401,WBrd-1401,89,Health Sub-Centre 89,2019,207,157,5,113,4,486,P1,50,78.3
Paschim Bardhaman,1401,WBrd-1401,89,Health Sub-Centre 89,2021,267,165,3,41,4,480,P1,102,77.3
Paschim Bardhaman,1401,WBrd-1401,90,Community Hall 90,2019,312,149,6,40,5,512,P1,163,80.0
Paschim Bardhaman,1401,WBrd-1401,90,Community Hall 90,2021,311,174,4,45,5,539,P1,137,84.2
Paschim Bardhaman,1401,WBrd-1401,91,Panchayat Bhavan 91,2019,376,92,3,99,6,576,P1,277,81.5
Paschim Bardhaman,1401,WBrd-1401,91,Panchayat Bhavan 91,2021,292,203,3,48,6,552,P1,89,78.1
Paschim Bardhaman,1401,WBrd-1401,92,Health Sub-Centre 92,2019,325,88,4,37,5,459,P1,237,79.1
Paschim Bardhaman,1401,WBrd-1401,92,Health Sub-Centre 92,2021,216,115,3,102,6,442,P1,101,76.2
Paschim Bardhaman,1401,WBrd-1401,93,Anganwadi Centre 93,2019,213,114,10,83,4,424,P1,99,81.9
Paschim Bardhaman,1401,WBrd-1401,93,Anganwadi Centre 93,2021,209,148,3,33,3,396,P1,61,76.4
Paschim Bardhaman,1401,WBrd-1401,94,Club Building 94,2019,222,107,5,130,5,469,P1,92,84.1
Paschim Bardhaman,1401,WBrd-1401,94,Club Building 94,2021,290,132,3,39,5,469,P1,158,84.1
Paschim Bardhaman,1401,WBrd-1401,95,Panchayat Bhavan 95,2019,240,183,5,130,6,564,P1,57,76.0
Paschim Bardhaman,1401,WBrd-1401,95,Panchayat Bhavan 95,2021,347,161,4,47,5,564,P1,186,76.0
Paschim Bardhaman,1401,WBrd-1401,96,Govt Office 96,2019,293,187,9,67,6,562,P1,106,78.6
Paschim Bardhaman,1401,WBrd-1401,96,Govt Office 96,2021,331,212,6,48,7,604,P1,119,84.5
Paschim Bardhaman,1401,WBrd-1401,97,Market Building 97,2019,383,217,7,53,6,666,P1,166,81.5
Paschim Bardhaman,1401,WBrd-1401,97,Market Building 97,2021,310,142,8,201,7,668,P1,109,81.8
Paschim Bardhaman,1401,WBrd-1401,98,Temple Hall 98,2019,342,201,4,51,5,603,P1,141,81.9
Paschim Bardhaman,1401,WBrd-1401,98,Temple Hall 98,2021,295,150,6,110,6,567,P1,145,77.0
Paschim Bardhaman,1401,WBrd-1401,99,Post Office 99,2019,265,177,3,47,5,497,P1,88,78.9
Paschim Bardhaman,1401,WBrd-1401,99,Post Office 99,2021,331,142,6,42,4,525,P1,189,83.3
Paschim Bardhaman,1401,WBrd-1401,100,Post Office 100,2019,188,169,3,33,3,396,P1,19,81.5
Paschim Bardhaman,1401,WBrd-1401,100,Post Office 100,2021,218,115,2,40,4,379,P1,103,78.0
Paschim Bardhaman,1401,WBrd-1401,101,Panchayat Bhavan 101,2019,253,151,7,84,5,500,P1,102,77.2
Paschim Bardhaman,1401,WBrd-1401,101,Panchayat Bhavan 101,2021,253,165,6,65,5,494,P1,88,76.2
Paschim Bardhaman,1401,WBrd-1401,102,Govt Office 102,2019,189,167,4,41,5,406,P1,22,79.1
Paschim Bardhaman,1401,WBrd-1401,102,Govt Office 102,2021,224,130,3,73,4,434,P1,94,84.6
Paschim Bardhaman,1401,WBrd-1401,103,Madrasa 103,2019,251,138,4,35,4,432,P1,113,79.4
Paschim Bardhaman,1401,WBrd-1401,103,Madrasa 103,2021,234,123,4,50,4,415,P1,111,76.3
Paschim Bardhaman,1401,WBrd-1401,104,Anganwadi Centre 104,2019,298,210,13,91,7,619,P1,88,83.5
Paschim Bardhaman,1401,WBrd-1401,104,Anganwadi Centre 104,2021,314,192,14,109,7,636,P1,122,85.8
Paschim Bardhaman,1401,WBrd-1401,105,Panchayat Bhavan 105,2019,322,138,6,40,5,511,P1,184,81.9
Paschim Bardhaman,1401,WBrd-1401,105,Panchayat Bhavan 105,2021,299,142,5,39,5,490,P1,157,78.5
Paschim Bardhaman,1401,WBrd-1401,106,Club Building 106,2019,331,181,8,82,6,608,P1,150,85.8
Paschim Bardhaman,1401,WBrd-1401,106,Club Building 106,2021,305,171,11,80,6,573,P1,134,80.8
Paschim Bardhaman,1401,WBrd-1401,107,Temple Hall 107,2019,276,168,13,97,5,559,P1,108,85.6
Paschim Bardhaman,1401,WBrd-1401,107,Temple Hall 107,2021,220,146,10,108,4,488,P1,74,74.7
Paschim Bardhaman,1401,WBrd-1401,108,Govt Office 108,2019,286,138,3,40,4,471,P1,148,77.2
Paschim Bardhaman,1401,WBrd-1401,108,Govt Office 108,2021,270,194,2,45,5,516,P1,76,84.6
Paschim Bardhaman,1401,WBrd-1401,109,Temple Hall 109,2019,306,198,4,63,7,578,P1,108,80.3
Paschim Bardhaman,1401,WBrd-1401,109,Temple Hall 109,2021,336,159,4,45,6,550,P1,177,76.4
Paschim Bardhaman,1401,WBrd-1401,110,Health Sub-Centre 110,2019,342,132,2,63,6,545,P1,210,78.2
Paschim Bardhaman,1401,WBrd-1401,110,Health Sub-Centre 110,2021,324,199,3,50,5,581,P1,125,83.4
Paschim Bardhaman,1401,WBrd-1401,111,Club Building 111,2019,230,157,2,42,4,435,P1,73,77.0
Paschim Bardhaman,1401,WBrd-1401,111,Club Building 111,2021,256,150,3,38,4,451,P1,106,79.8
Paschim Bardhaman,1401,WBrd-1401,112,Post Office 112,2019,335,128,4,43,5,515,P1,207,82.3
Paschim Bardhaman,1401,WBrd-1401,112,Post Office 112,2021,305,149,6,40,4,504,P1,156,80.5
Paschim Bardhaman,1401,WBrd-1401,113,Post Office 113,2019,313,160,2,45,6,526,P1,153,85.7
Paschim Bardhaman,1401,WBrd-1401,113,Post Office 113,2021,271,159,9,67,5,511,P1,112,83.2
Paschim Bardhaman,1401,WBrd-1401,114,High School 114,2019,207,117,3,54,4,385,P1,90,77.9
Paschim Bardhaman,1401,WBrd-1401,114,High School 114,2021,229,107,6,58,4,404,P1,122,81.8
Paschim Bardhaman,1401,WBrd-1401,115,Market Building 115,2019,394,152,3,51,6,606,P1,242,75.5
Paschim Bardhaman,1401,WBrd-1401,115,Market Building 115,2021,335,204,7,56,7,609,P1,131,75.8
Paschim Bardhaman,1401,WBrd-1401,116,High School 116,2019,231,175,10,74,4,494,P1,56,79.3
Paschim Bardhaman,1401,WBrd-1401,116,High School 116,2021,298,134,4,39,4,479,P1,164,76.9
Paschim Bardhaman,1401,WBrd-1401,117,High School 117,2019,311,194,16,140,7,668,P1,117,84.2
Paschim Bardhaman,1401,WBrd-1401,117,High School 117,2021,420,156,9,92,7,684,P1,264,86.3
Paschim Bardhaman,1401,WBrd-1401,118,Club Building 118,2019,242,178,2,40,5,467,P1,64,84.8
Paschim Bardhaman,1401,WBrd-1401,118,Club Building 118,2021,313,108,4,38,5,468,P1,205,84.9
Paschim Bardhaman,1401,WBrd-1401,119,Post Office 119,2019,201,139,5,65,3,413,P1,62,83.9
Paschim Bardhaman,1401,WBrd-1401,119,Post Office 119,2021,256,122,3,35,4,420,P1,134,85.4
Paschim Bardhaman,1401,WBrd-1401,120,Primary School 120,2019,198,175,6,69,5,453,P1,23,75.4
Paschim Bardhaman,1401,WBrd-1401,120,Primary School 120,2021,191,127,6,137,5,466,P1,54,77.5
Paschim Bardhaman,1401,WBrd-1401,121,Post Office 121,2019,299,165,5,59,6,534,P1,134,76.3
Paschim Bardhaman,1401,WBrd-1401,121,Post Office 121,2021,245,194,9,69,6,523,P1,51,74.7
Paschim Bardhaman,1401,WBrd-1401,122,Club Building 122,2019,189,129,6,88,5,417,P1,60,75.7
Paschim Bardhaman,1401,WBrd-1401,122,Club Building 122,2021,212,142,4,56,4,418,P1,70,75.9
