district,ac_code,ac_name,part_no,booth_name,year,votes_P1,votes_P2,votes_P3,votes_P4,votes_NOTA,total_votes,winner,margin,turnout_pct
Paschim Medinipur,601,WMed-601,24,Health Sub-Centre 24,2019,416,159,3,54,6,638,P1,257,81.3
Paschim Medinipur,601,WMed-601,24,Health Sub-Centre 24,2021,407,179,6,52,7,651,P1,228,82.9
Paschim Medinipur,601,WMed-601,25,Market Building 25,2019,360,151,2,49,6,568,P1,209,80.5
Paschim Medinipur,601,WMed-601,25,Market Building 25,2021,313,178,5,44,5,545,P1,135,77.2
Paschim Medinipur,601,WMed-601,26,Market Building 26,2019,237,213,5,47,6,508,P1,24,82.2
Paschim Medinipur,601,WMed-601,26,Market Building 26,2021,290,182,3,44,5,524,P1,108,84.8
Paschim Medinipur,601,WMed-601,27,Panchayat Bhavan 27,2019,345,175,9,88,5,622,P1,170,82.7
Paschim Medinipur,601,WMed-601,27,Panchayat Bhavan 27,2021,315,211,4,53,6,589,P1,104,78.3
Paschim Medinipur,601,WMed-601,28,Health Sub-Centre 28,2019,279,152,2,41,5,479,P1,127,74.6
Paschim Medinipur,601,WMed-601,28,Health Sub-Centre 28,2021,299,144,4,47,6,500,P1,155,77.9
Paschim Medinipur,601,WMed-601,29,Post Office 29,2019,329,197,5,48,6,585,P1,132,81.7
Paschim Medinipur,601,WMed-601,29,Post Office 29,2021,449,94,2,53,6,604,P1,355,84.4
Paschim Medinipur,601,WMed-601,30,Panchayat Bhavan 30,2019,277,134,4,37,4,456,P1,143,84.8
Paschim Medinipur,601,WMed-601,30,Panchayat Bhavan 30,2021,276,117,2,37,5,437,P1,159,81.2
Paschim Medinipur,601,WMed-601,31,Govt Office 31,2019,343,191,5,49,5,593,P1,152,74.7
Paschim Medinipur,601,WMed-601,31,Govt Office 31,2021,410,141,2,53,6,612,P1,269,77.1
Paschim Medinipur,601,WMed-601,32,Temple Hall 32,2019,222,170,3,86,5,486,P1,52,80.5
Paschim Medinipur,601,WMed-601,32,Temple Hall 32,2021,274,132,3,38,4,451,P1,142,74.7
Paschim Medinipur,601,WMed-601,33,Market Building 33,2019,268,168,8,69,5,518,P1,100,77.5
Paschim Medinipur,601,WMed-601,33,Market Building 33,2021,244,100,21,168,6,539,P1,76,80.7
Paschim Medinipur,601,WMed-601,34,Madrasa 34,2019,232,138,3,34,4,411,P1,94,78.4
Paschim Medinipur,601,WMed-601,34,Madrasa 34,2021,284,83,2,35,4,408,P1,201,77.9
Paschim Medinipur,601,WMed-601,35,Panchayat Bhavan 35,2019,249,128,6,65,5,453,P1,121,82.2
Paschim Medinipur,601,WMed-601,35,Panchayat Bhavan 35,2021,191,144,7,66,5,413,P1,47,75.0
Paschim Medinipur,601,WMed-601,36,Govt Office 36,2019,266,178,4,40,6,494,P1,88,82.1
Paschim Medinipur,601,WMed-601,36,Govt Office 36,2021,282,174,5,41,5,507,P1,108,84.2
Paschim Medinipur,601,WMed-601,37,Community Hall 37,2019,396,120,2,49,7,574,P1,276,84.3
Paschim Medinipur,601,WMed-601,37,Community Hall 37,2021,337,152,3,46,5,543,P1,185,79.7
Paschim Medinipur,601,WMed-601,38,Health Sub-Centre 38,2019,251,137,8,107,6,509,P1,114,76.5
Paschim Medinipur,601,WMed-601,38,Health Sub-Centre 38,2021,212,165,7,109,5,498,P1,47,74.9
Paschim Medinipur,601,WMed-601,39,Community Hall 39,2019,198,128,11,113,4,454,P1,70,83.5
Paschim Medinipur,601,WMed-601,39,Community Hall 39,2021,292,114,4,36,5,451,P1,178,82.9
Paschim Medinipur,601,WMed-601,40,Temple Hall 40,2019,208,155,4,41,4,412,P1,53,78.3
Paschim Medinipur,601,WMed-601,40,Temple Hall 40,2021,233,170,4,36,5,448,P1,63,85.2
Paschim Medinipur,601,WMed-601,41,Temple Hall 41,2019,222,172,5,36,5,440,P1,50,84.0
Paschim Medinipur,601,WMed-601,41,Temple Hall 41,2021,183,124,9,76,4,396,P1,59,75.6
Paschim Medinipur,601,WMed-601,42,Market Building 42,2019,291,157,2,42,6,498,P1,134,75.8
Paschim Medinipur,601,WMed-601,42,Market Building 42,2021,348,84,10,99,6,547,P1,249,83.3
Paschim Medinipur,601,WMed-601,43,Community Hall 43,2019,234,162,8,56,5,465,P1,72,74.3
Paschim Medinipur,601,WMed-601,43,Community Hall 43,2021,303,137,6,38,5,489,P1,166,78.1
Paschim Medinipur,601,WMed-601,44,Madrasa 44,2019,209,194,9,81,5,498,P1,15,85.1
Paschim Medinipur,601,WMed-601,44,Madrasa 44,2021,295,99,2,38,4,438,P1,196,74.9
Paschim Medinipur,601,WMed-601,45,High School 45,2019,319,163,5,43,5,535,P1,156,81.3
Paschim Medinipur,601,WMed-601,45,High School 45,2021,238,131,14,145,6,534,P1,93,81.2
Paschim Medinipur,601,WMed-601,46,Temple Hall 46,2019,219,169,4,58,5,455,P1,50,77.4
Paschim Medinipur,601,WMed-601,46,Temple Hall 46,2021,317,119,5,38,5,484,P1,198,82.3
Paschim Medinipur,601,WMed-601,47,Temple Hall 47,2019,403,119,7,45,5,579,P1,284,82.6
Paschim Medinipur,601,WMed-601,47,Temple Hall 47,2021,323,163,6,42,6,540,P1,160,77.0
Paschim Medinipur,601,WMed-601,48,Club Building 48,2019,221,173,4,69,6,473,P1,48,78.1
Paschim Medinipur,601,WMed-601,48,Club Building 48,2021,317,140,3,43,4,507,P1,177,83.7
Paschim Medinipur,601,WMed-601,49,Temple Hall 49,2019,227,136,3,33,4,403,P1,91,82.9
Paschim Medinipur,601,WMed-601,49,Temple Hall 49,2021,255,110,4,32,5,406,P1,145,83.5
Paschim Medinipur,601,WMed-601,50,Community Hall 50,2019,259,164,6,64,4,497,P1,95,78.1
Paschim Medinipur,601,WMed-601,50,Community Hall 50,2021,281,120,7,62,4,474,P1,161,74.5
Paschim Medinipur,601,WMed-601,51,Health Sub-Centre 51,2019,345,179,5,47,7,583,P1,166,78.6
Paschim Medinipur,601,WMed-601,51,Health Sub-Centre 51,2021,334,166,5,45,5,555,P1,168,74.8
Paschim Medinipur,601,WMed-601,52,Temple Hall 52,2019,283,138,3,40,4,468,P1,145,84.0
Paschim Medinipur,601,WMed-601,52,Temple Hall 52,2021,302,116,2,40,5,465,P1,186,83.5
Paschim Medinipur,601,WMed-601,53,High School 53,2019,376,223,4,56,7,666,P1,153,82.2
Paschim Medinipur,601,WMed-601,53,High School 53,2021,433,133,3,53,7,629,P1,300,77.7
Paschim Medinipur,601,WMed-601,54,High School 54,2019,296,124,5,37,5,467,P1,172,84.3
Paschim Medinipur,601,WMed-601,54,High School 54,2021,243,161,5,37,4,450,P1,82,81.2
Paschim Medinipur,601,WMed-601,55,Market Building 55,2019,231,142,8,72,4,457,P1,89,84.6
Paschim Medinipur,601,WMed-601,55,Market Building 55,2021,236,139,5,44,4,428,P1,97,79.3
Paschim Medinipur,601,WMed-601,56,Health Sub-Centre 56,2019,218,120,5,42,4,389,P1,98,77.0
Paschim Medinipur,601,WMed-601,56,Health Sub-Centre 56,2021,211,110,7,52,4,384,P1,101,76.0
Paschim Medinipur,601,WMed-601,57,Temple Hall 57,2019,299,132,2,41,5,479,P1,167,77.1
Paschim Medinipur,601,WMed-601,57,Temple Hall 57,2021,201,160,7,111,4,483,P1,41,77.8
Paschim Medinipur,601,WMed-601,58,Anganwadi Centre 58,2019,292,163,8,71,6,540,P1,129,79.6
Paschim Medinipur,601,WMed-601,58,Anganwadi Centre 58,2021,406,77,3,46,4,536,P1,329,79.1
Paschim Medinipur,601,WMed-601,59,Health Sub-Centre 59,2019,267,241,3,68,6,585,P1,26,79.2
Paschim Medinipur,601,WMed-601,59,Health Sub-Centre 59,2021,306,175,3,60,5,549,P1,131,74.3
Paschim Medinipur,601,WMed-601,60,Market Building 60,2019,313,113,11,90,6,533,P1,200,82.0
Paschim Medinipur,601,WMed-601,60,Market Building 60,2021,266,151,8,70,4,499,P1,115,76.8
Paschim Medinipur,601,WMed-601,61,Madrasa 61,2019,233,129,1,35,4,402,P1,104,81.4
Paschim Medinipur,601,WMed-601,61,Madrasa 61,2021,215,121,2,31,5,374,P1,94,75.7
Paschim Medinipur,601,WMed-601,62,Temple Hall 62,2019,225,141,5,62,4,437,P1,84,84.9
Paschim Medinipur,601,WMed-601,62,Temple Hall 62,2021,218,128,2,33,3,384,P1,90,74.6
Paschim Medinipur,601,WMed-601,63,Post Office 63,2019,318,142,4,42,5,511,P1,176,77.4
Paschim Medinipur,601,WMed-601,63,Post Office 63,2021,323,160,6,42,6,537,P1,163,81.4
Paschim Medinipur,601,WMed-601,64,Primary School 64,2019,305,160,12,90,5,572,P1,145,83.9
Paschim Medinipur,601,WMed-601,64,Primary School 64,2021,250,179,5,65,5,504,P1,71,73.9
Paschim Medinipur,601,WMed-601,65,High School 65,2019,321,139,5,41,6,512,P1,182,83.9
Paschim Medinipur,601,WMed-601,65,High School 65,2021,267,144,4,80,5,500,P1,123,82.0
Paschim Medinipur,601,WMed-601,66,Club Building 66,2019,287,204,7,114,6,618,P1,83,80.7
Paschim Medinipur,601,WMed-601,66,Club Building 66,2021,290,167,15,142,7,621,P1,123,81.1
Paschim Medinipur,601,WMed-601,67,Community Hall 67,2019,211,152,4,33,4,404,P1,59,79.1
Paschim Medinipur,601,WMed-601,67,Community Hall 67,2021,211,109,7,55,4,386,P1,102,75.5
Paschim Medinipur,601,WMed-601,68,Govt Office 68,2019,311,88,4,36,4,443,P1,223,75.7
Paschim Medinipur,601,WMed-601,68,Govt Office 68,2021,272,125,4,51,5,457,P1,147,78.1
Paschim Medinipur,601,WMed-601,69,Temple Hall 69,2019,242,189,14,147,7,599,P1,53,76.7
Paschim Medinipur,601,WMed-601,69,Temple Hall 69,2021,350,207,2,54,6,619,P1,143,79.3
Paschim Medinipur,601,WMed-601,70,Post Office 70,2019,379,206,3,55,7,650,P1,173,82.7
Paschim Medinipur,601,WMed-601,70,Post Office 70,2021,393,199,3,56,7,658,P1,194,83.7
Paschim Medinipur,601,WMed-601,71,Primary School 71,2019,333,253,6,52,7,651,P1,80,82.4
Paschim Medinipur,601,WMed-601,71,Primary School 71,2021,448,134,7,51,7,647,P1,314,81.9
Paschim Medinipur,601,WMed-601,72,Primary School 72,2019,294,172,3,49,6,524,P1,122,75.8
Paschim Medinipur,601,WMed-601,72,Primary School 72,2021,308,172,3,81,6,570,P1,136,82.5
Paschim Medinipur,601,WMed-601,73,Post Office 73,2019,394,163,6,59,6,628,P1,231,84.2
Paschim Medinipur,601,WMed-601,73,Post Office 73,2021,361,148,5,46,6,566,P1,213,75.9
Paschim Medinipur,601,WMed-601,74,Health Sub-Centre 74,2019,242,140,2,53,5,442,P1,102,77.7
Paschim Medinipur,601,WMed-601,74,Health Sub-Centre 74,2021,304,88,7,59,5,463,P1,216,81.4
Paschim Medinipur,601,WMed-601,75,Health Sub-Centre 75,2019,338,138,2,46,5,529,P1,200,84.9
Paschim Medinipur,601,WMed-601,75,Health Sub-Centre 75,2021,298,165,4,54,5,526,P1,133,84.4
Paschim Medinipur,601,WMed-601,76,Govt Office 76,2019,343,209,4,68,6,630,P1,134,81.8
Paschim Medinipur,601,WMed-601,76,Govt Office 76,2021,390,131,5,48,5,579,P1,259,75.2
Paschim Medinipur,601,WMed-601,77,Club Building 77,2019,365,176,3,51,6,601,P1,189,79.1
Paschim Medinipur,601,WMed-601,77,Club Building 77,2021,365,145,4,47,5,566,P1,220,74.5
Paschim Medinipur,601,WMed-601,78,Health Sub-Centre 78,2019,277,149,2,41,4,473,P1,128,81.3
Paschim Medinipur,601,WMed-601,78,Health Sub-Centre 78,2021,236,128,9,60,4,437,P1,108,75.1
Paschim Medinipur,601,WMed-601,79,Madrasa 79,2019,352,152,3,47,6,560,P1,200,85.2
Paschim Medinipur,601,WMed-601,79,Madrasa 79,2021,278,129,8,83,5,503,P1,149,76.6
Paschim Medinipur,601,WMed-601,80,Club Building 80,2019,301,166,6,41,4,518,P1,135,83.4
Paschim Medinipur,601,WMed-601,80,Club Building 80,2021,225,117,5,117,5,469,P1,108,75.5
Paschim Medinipur,601,WMed-601,81,Madrasa 81,2019,313,174,7,110,6,610,P1,139,79.1
Paschim Medinipur,601,WMed-601,81,Madrasa 81,2021,363,151,7,45,5,571,P1,212,74.1
Paschim Medinipur,601,WMed-601,82,Club Building 82,2019,294,108,5,36,4,447,P1,186,83.9
Paschim Medinipur,601,WMed-601,82,Club Building 82,2021,283,96,2,56,4,441,P1,187,82.7
Paschim Medinipur,601,WMed-601,83,Panchayat Bhavan 83,2019,228,180,3,79,5,495,P1,48,75.5
Paschim Medinipur,601,WMed-601,83,Panchayat Bhavan 83,2021,284,122,5,86,5,502,P1,162,76.5
Paschim Medinipur,601,WMed-601,84,Anganwadi Centre 84,2019,303,140,5,39,6,493,P1,163,77.8
Paschim Medinipur,601,WMed-601,84,Anganwadi Centre 84,2021,298,150,5,40,5,498,P1,148,78.5
Paschim Medinipur,601,WMed-601,85,Primary School 85,2019,266,147,10,105,6,534,P1,119,74.5
Paschim Medinipur,601,WMed-601,85,Primary School 85,2021,319,196,11,72,6,604,P1,123,84.2
Paschim Medinipur,601,WMed-601,86,High School 86,2019,195,132,5,69,5,406,P1,63,80.4
Paschim Medinipur,601,WMed-601,86,High School 86,2021,170,151,8,75,4,408,P1,19,80.8
Paschim Medinipur,601,WMed-601,87,Post Office 87,2019,350,202,11,77,7,647,P1,148,84.5
Paschim Medinipur,601,WMed-601,87,Post Office 87,2021,336,201,10,93,7,647,P1,135,84.5
Paschim Medinipur,601,WMed-601,88,Primary School 88,2019,357,198,6,93,7,661,P1,159,83.1
Paschim Medinipur,601,WMed-601,88,Primary School 88,2021,402,200,7,53,7,669,P1,202,84.2
Paschim Medinipur,601,WMed-601,89,Temple Hall 89,2019,249,142,7,52,4,454,P1,107,81.1
Paschim Medinipur,601,WMed-601,89,Temple Hall 89,2021,185,165,10,73,4,437,P1,20,78.0
Paschim Medinipur,601,WMed-601,90,High School 90,2019,217,131,3,31,4,386,P1,86,80.1
Paschim Medinipur,601,WMed-601,90,High School 90,2021,237,127,4,32,4,404,P1,110,83.8
Paschim Medinipur,601,WMed-601,91,Post Office 91,2019,174,142,5,69,4,394,P1,32,74.2
Paschim Medinipur,601,WMed-601,91,Post Office 91,2021,252,115,3,34,4,408,P1,137,76.8
Paschim Medinipur,601,WMed-601,92,Anganwadi Centre 92,2019,279,190,8,73,6,556,P1,89,80.7
Paschim Medinipur,601,WMed-601,92,Anganwadi Centre 92,2021,312,166,11,88,5,582,P1,146,84.5
Paschim Medinipur,601,WMed-601,93,Govt Office 93,2019,224,152,2,66,5,449,P1,72,81.6
Paschim Medinipur,601,WMed-601,93,Govt Office 93,2021,272,115,6,38,4,435,P1,157,79.1
Paschim Medinipur,601,WMed-601,94,Community Hall 94,2019,255,76,1,32,4,368,P1,179,75.1
Paschim Medinipur,601,WMed-601,94,Community Hall 94,2021,252,113,3,34,4,406,P1,139,82.9
Paschim Medinipur,601,WMed-601,95,High School 95,2019,254,181,6,68,5,514,P1,73,79.3
Paschim Medinipur,601,WMed-601,95,High School 95,2021,249,197,11,88,6,551,P1,52,85.0
Paschim Medinipur,601,WMed-601,96,Panchayat Bhavan 96,2019,337,209,6,49,5,606,P1,128,83.2
Paschim Medinipur,601,WMed-601,96,Panchayat Bhavan 96,2021,313,143,8,114,6,584,P1,170,80.2
Paschim Medinipur,601,WMed-601,97,Primary School 97,2019,307,201,6,45,5,564,P1,106,76.8
Paschim Medinipur,601,WMed-601,97,Primary School 97,2021,357,195,6,49,7,614,P1,162,83.7
Paschim Medinipur,601,WMed-601,98,Panchayat Bhavan 98,2019,313,175,4,114,6,612,P1,138,84.2
Paschim Medinipur,601,WMed-601,98,Panchayat Bhavan 98,2021,363,193,3,53,6,618,P1,170,85.0
Paschim Medinipur,601,WMed-601,99,Market Building 99,2019,294,135,5,38,4,476,P1,159,74.7
Paschim Medinipur,601,WMed-601,99,Market Building 99,2021,308,130,3,41,5,487,P1,178,76.5
Paschim Medinipur,601,WMed-601,100,Market Building 100,2019,281,108,4,35,4,432,P1,173,79.3
Paschim Medinipur,601,WMed-601,100,Market Building 100,2021,248,144,6,60,4,462,P1,104,84.8
Paschim Medinipur,601,WMed-601,101,Madrasa 101,2019,255,176,4,48,5,488,P1,79,81.1
Paschim Medinipur,601,WMed-601,101,Madrasa 101,2021,255,189,2,42,5,493,P1,66,81.9
Paschim Medinipur,601,WMed-601,102,Madrasa 102,2019,334,200,5,49,5,593,P1,134,82.7
Paschim Medinipur,601,WMed-601,102,Madrasa 102,2021,382,117,4,72,6,581,P1,265,81.0
Paschim Medinipur,601,WMed-601,103,Panchayat Bhavan 103,2019,264,95,2,33,5,399,P1,169,77.8
Paschim Medinipur,601,WMed-601,103,Panchayat Bhavan 103,2021,251,100,3,32,4,390,P1,151,76.0
Paschim Medinipur,601,WMed-601,104,Community Hall 104,2019,295,124,4,60,6,489,P1,171,80.3
Paschim Medinipur,601,WMed-601,104,Community Hall 104,2021,244,163,9,69,5,490,P1,81,80.5
Paschim Medinipur,601,WMed-601,105,Anganwadi Centre 105,2019,318,129,13,104,6,570,P1,189,81.3
Paschim Medinipur,601,WMed-601,105,Anganwadi Centre 105,2021,343,130,6,41,5,525,P1,213,74.9
Paschim Medinipur,601,WMed-601,106,Health Sub-Centre 106,2019,177,82,9,91,3,362,P1,86,73.9
Paschim Medinipur,601,WMed-601,106,Health Sub-Centre 106,2021,234,97,5,41,3,380,P1,137,77.6
Paschim Medinipur,601,WMed-601,107,Anganwadi Centre 107,2019,278,135,2,39,4,458,P1,143,79.8
Paschim Medinipur,601,WMed-601,107,Anganwadi Centre 107,2021,260,172,3,40,4,479,P1,88,83.4
Paschim Medinipur,601,WMed-601,108,Health Sub-Centre 108,2019,352,157,3,48,6,566,P1,195,85.0
Paschim Medinipur,601,WMed-601,108,Health Sub-Centre 108,2021,309,197,6,45,5,562,P1,112,84.4
Paschim Medinipur,601,WMed-601,109,Post Office 109,2019,251,122,5,32,4,414,P1,129,75.3
Paschim Medinipur,601,WMed-601,109,Post Office 109,2021,277,104,4,34,5,424,P1,173,77.1
Paschim Medinipur,601,WMed-601,110,Community Hall 110,2019,247,109,16,140,6,518,P1,107,81.7
Paschim Medinipur,601,WMed-601,110,Community Hall 110,2021,236,134,13,123,5,511,P1,102,80.6
Paschim Medinipur,601,WMed-601,111,High School 111,2019,373,185,7,71,6,642,P1,188,81.0
Paschim Medinipur,601,WMed-601,111,High School 111,2021,329,193,7,75,7,611,P1,136,77.0
Paschim Medinipur,601,WMed-601,112,Health Sub-Centre 112,2019,391,198,6,53,6,654,P1,193,83.1
Paschim Medinipur,601,WMed-601,112,Health Sub-Centre 112,2021,268,220,17,137,7,649,P1,48,82.5
Paschim Medinipur,601,WMed-601,113,Panchayat Bhavan 113,2019,307,148,9,103,7,574,P1,159,80.3
Paschim Medinipur,601,WMed-601,113,Panchayat Bhavan 113,2021,296,215,6,60,6,583,P1,81,81.5
Paschim Medinipur,601,WMed-601,114,Temple Hall 114,2019,265,133,16,141,5,560,P1,124,78.9
Paschim Medinipur,601,WMed-601,114,Temple Hall 114,2021,334,181,4,47,6,572,P1,153,80.6
Paschim Medinipur,601,WMed-601,115,Market Building 115,2019,204,117,6,50,4,381,P1,87,76.2
Paschim Medinipur,601,WMed-601,115,Market Building 115,2021,159,120,7,108,4,398,P1,39,79.6
Paschim Medinipur,601,WMed-601,116,Post Office 116,2019,346,186,11,79,6,628,P1,160,84.5
Paschim Medinipur,601,WMed-601,116,Post Office 116,2021,294,148,5,128,6,581,P1,146,78.2
Paschim Medinipur,601,WMed-601,117,Primary School 117,2019,277,197,4,43,5,526,P1,80,75.7
Paschim Medinipur,601,WMed-601,117,Primary School 117,2021,298,191,5,51,6,551,P1,107,79.3
Paschim Medinipur,601,WMed-601,118,Club Building 118,2019,202,131,5,73,4,415,P1,71,80.4
Paschim Medinipur,601,WMed-601,118,Club Building 118,2021,200,132,6,47,4,389,P1,68,75.4
Paschim Medinipur,601,WMed-601,119,Madrasa 119,2019,277,147,3,39,5,471,P1,130,84.4
Paschim Medinipur,601,WMed-601,119,Madrasa 119,2021,208,132,5,70,4,419,P1,76,75.1
Paschim Medinipur,601,WMed-601,120,Govt Office 120,2019,264,167,5,47,5,488,P1,97,74.1
Paschim Medinipur,601,WMed-601,120,Govt Office 120,2021,260,192,5,40,5,502,P1,68,76.2
Paschim Medinipur,601,WMed-601,121,Primary School 121,2019,334,204,4,50,6,598,P1,130,81.8
Paschim Medinipur,601,WMed-601,121,Primary School 121,2021,388,124,4,47,5,568,P1,264,77.7
Paschim Medinipur,601,WMed-601,122,Health Sub-Centre 122,2019,268,80,16,115,5,484,P1,153,83.2
Paschim Medinipur,601,WMed-601,122,Health Sub-Centre 122,2021,280,150,7,50,5,492,P1,130,84.5
Paschim Medinipur,601,WMed-601,123,Post Office 123,2019,324,117,5,39,4,489,P1,207,75.9
Paschim Medinipur,601,WMed-601,123,Post Office 123,2021,267,110,9,114,6,506,P1,153,78.6
Paschim Medinipur,601,WMed-601,124,Govt Office 124,2019,317,161,7,86,7,578,P1,156,75.6
Paschim Medinipur,601,WMed-601,124,Govt Office 124,2021,325,233,4,52,6,620,P1,92,81.0
Paschim Medinipur,601,WMed-601,125,Primary School 125,2019,357,200,5,60,7,629,P1,157,77.3
Paschim Medinipur,601,WMed-601,125,Primary School 125,2021,408,139,7,110,8,672,P1,269,82.6
Paschim Medinipur,601,WMed-601,126,Primary School 126,2019,285,284,8,53,7,637,P1,1,80.3
Paschim Medinipur,601,WMed-601,126,Primary School 126,2021,374,177,6,49,6,612,P1,197,77.2
Paschim Medinipur,601,WMed-601,127,Govt Office 127,2019,242,127,5,32,4,410,P1,115,82.3
Paschim Medinipur,601,WMed-601,127,Govt Office 127,2021,222,129,4,31,4,390,P1,93,78.3
Paschim Medinipur,601,WMed-601,128,Market Building 128,2019,248,206,4,66,6,530,P1,42,74.8
Paschim Medinipur,601,WMed-601,128,Market Building 128,2021,401,143,5,49,6,604,P1,258,85.2
Paschim Medinipur,601,WMed-601,129,Primary School 129,2019,308,193,2,48,6,557,P1,115,82.3
Paschim Medinipur,601,WMed-601,129,Primary School 129,2021,317,180,4,46,5,552,P1,137,81.5
Paschim Medinipur,601,WMed-601,130,Health Sub-Centre 130,2019,349,186,3,51,6,595,P1,163,81.0
Paschim Medinipur,601,WMed-601,130,Health Sub-Centre 130,2021,374,156,6,47,6,589,P1,218,80.1
Paschim Medinipur,601,WMed-601,131,Anganwadi Centre 131,2019,241,172,5,36,5,459,P1,69,76.6
Paschim Medinipur,601,WMed-601,131,Anganwadi Centre 131,2021,214,115,15,110,4,458,P1,99,76.5
Paschim Medinipur,601,WMed-601,132,Madrasa 132,2019,304,144,6,39,4,497,P1,160,74.8
