ac_code,part_no,booth_category,target_contacts,contacts_done,last_contact_date,flag_form6_filed
154,139,D,96,41,2026-04-19,True
154,140,D,85,39,2026-04-16,True
154,141,D,111,45,2026-04-13,True
154,142,D,122,50,2026-04-21,True
154,143,D,83,37,2026-04-21,True
154,144,D,84,27,2026-04-14,False
154,145,D,120,54,2026-04-14,False
154,146,D,115,56,2026-04-15,False
154,147,D,96,23,2026-04-18,False
154,148,D,106,4,2026-04-16,True
154,149,D,76,16,2026-04-14,False
154,150,D,107,12,2026-04-12,True
154,151,D,94,31,2026-04-21,True
155,1,D,107,10,2026-04-21,False
155,2,D,116,34,2026-04-21,True
155,3,D,108,13,2026-04-14,True
155,4,D,80,0,2026-04-20,True
155,5,D,78,15,2026-04-19,True
155,6,D,91,32,2026-04-19,True
155,7,D,112,16,2026-04-20,False
155,8,D,94,0,2026-04-12,True
155,9,D,118,59,2026-04-16,False
155,10,D,97,45,2026-04-13,False
155,11,D,91,7,2026-04-15,False
155,12,D,78,5,2026-04-12,True
155,13,D,96,31,2026-04-15,False
155,14,D,118,39,2026-04-17,True
155,15,D,115,17,2026-04-18,False
155,16,D,112,47,2026-04-15,True
155,17,D,100,27,2026-04-19,True
155,18,D,88,44,2026-04-19,False
155,19,D,89,44,2026-04-14,True
155,20,D,95,27,2026-04-20,True
155,21,D,113,21,2026-04-17,True
