district,ac_code,ac_name,part_no,booth_name,male,female,third_gender,total,female_pct,adj_count,adj_pct,votes_P1_2021,votes_P2_2021,votes_P3_2021,total_votes_2021,winner_2021,margin_2021,P1_share_2021,P2_share_2021,votes_P1_2019,votes_P2_2019,total_votes_2019,winner_2019,flipped_19_21,booth_category,priority_score,worker_assigned,contact_count,votes_to_win_est,notes
South 24 Parganas,201,S24P-201,37,Club Building 37,306,303,1,610,49.67,87,14.3,343,94,9,521,P1,249,65.8,18.0,283,166,499,P1,False,D,4,,0,260,
South 24 Parganas,201,S24P-201,38,Madrasa 38,288,281,0,569,49.38,85,14.9,266,143,3,455,P1,123,58.5,31.4,282,142,472,P1,False,D,4,,0,242,
South 24 Parganas,201,S24P-201,39,Market Building 39,249,233,1,483,48.24,88,18.2,246,66,6,390,P1,177,63.1,16.9,267,107,415,P1,False,D,4,,0,206,
South 24 Parganas,201,S24P-201,40,Anganwadi Centre 40,382,381,1,764,49.87,117,15.3,372,180,2,614,P1,192,60.6,29.3,388,177,628,P1,False,D,4,,0,325,
South 24 Parganas,201,S24P-201,41,Temple Hall 41,428,392,0,820,47.8,112,13.7,428,151,9,672,P1,277,63.7,22.5,415,217,702,P1,False,D,4,,0,349,
South 24 Parganas,201,S24P-201,42,Community Hall 42,317,284,0,601,47.25,78,13.0,280,166,6,497,P1,114,56.3,33.4,288,131,524,P1,False,D,4,,0,256,
South 24 Parganas,201,S24P-201,43,Health Sub-Centre 43,390,386,1,777,49.68,93,12.0,443,121,5,627,P1,322,70.7,19.3,503,113,684,P1,False,D,4,,0,331,
South 24 Parganas,201,S24P-201,44,Health Sub-Centre 44,414,399,1,814,49.02,124,15.2,421,152,5,710,P1,269,59.3,21.4,417,97,668,P1,False,D,4,,0,347,
South 24 Parganas,201,S24P-201,45,Club Building 45,372,359,1,732,49.04,117,16.0,390,128,4,576,P1,262,67.7,22.2,377,161,620,P1,False,D,4,,0,312,
South 24 Parganas,201,S24P-201,46,Govt Office 46,380,355,0,735,48.3,110,15.0,436,139,3,639,P1,297,68.2,21.8,399,158,619,P1,False,D,4,,0,313,
South 24 Parganas,201,S24P-201,47,Community Hall 47,399,404,1,804,50.25,148,18.4,459,139,2,664,P1,320,69.1,20.9,455,114,632,P1,False,D,4,,0,342,
South 24 Parganas,201,S24P-201,48,Community Hall 48,372,346,1,719,48.12,109,15.2,407,96,6,559,P1,311,72.8,17.2,308,168,623,P1,False,D,4,,0,306,
South 24 Parganas,201,S24P-201,49,Anganwadi Centre 49,410,368,1,779,47.24,132,16.9,335,141,8,632,P1,193,53.0,22.3,270,150,616,P1,False,D,4,,0,332,
South 24 Parganas,201,S24P-201,50,Community Hall 50,325,292,0,617,47.33,82,13.3,321,154,6,538,P1,167,59.7,28.6,332,101,482,P1,False,D,4,,0,263,
South 24 Parganas,201,S24P-201,51,Madrasa 51,357,366,0,723,50.62,96,13.3,329,210,7,604,P1,119,54.5,34.8,343,162,617,P1,False,D,4,,0,308,
South 24 Parganas,201,S24P-201,52,Temple Hall 52,275,268,0,543,49.36,70,12.9,249,71,5,419,P1,160,59.4,16.9,273,155,475,P1,False,D,4,,0,231,
South 24 Parganas,201,S24P-201,53,Post Office 53,296,304,1,601,50.58,65,10.8,329,103,2,495,P1,226,66.5,20.8,258,80,480,P1,False,D,4,,0,256,
South 24 Parganas,201,S24P-201,54,Club Building 54,303,312,0,615,50.73,114,18.5,373,114,3,541,P1,259,68.9,21.1,382,94,529,P1,False,D,4,,0,262,
South 24 Parganas,201,S24P-201,55,Health Sub-Centre 55,332,333,0,665,50.08,112,16.8,313,179,6,552,P1,134,56.7,32.4,352,139,546,P1,False,D,4,,0,283,
South 24 Parganas,201,S24P-201,56,High School 56,329,321,1,651,49.31,91,14.0,339,121,6,555,P1,218,61.1,21.8,352,117,521,P1,False,D,4,,0,277,
South 24 Parganas,201,S24P-201,57,Post Office 57,389,393,1,783,50.19,110,14.0,427,142,2,632,P1,285,67.6,22.5,431,145,640,P1,False,D,4,,0,333,
South 24 Parganas,201,S24P-201,58,High School 58,302,288,1,591,48.73,84,14.2,267,146,3,488,P1,121,54.7,29.9,339,118,508,P1,False,D,4,,0,252,
South 24 Parganas,201,S24P-201,59,Market Building 59,393,354,0,747,47.39,124,16.6,410,109,5,577,P1,301,71.1,18.9,361,186,608,P1,False,D,4,,0,318,
South 24 Parganas,201,S24P-201,60,Market Building 60,373,379,0,752,50.4,140,18.6,429,164,5,658,P1,265,65.2,24.9,396,200,664,P1,False,D,4,,0,320,
South 24 Parganas,201,S24P-201,61,Temple Hall 61,382,348,1,731,47.61,129,17.6,315,181,7,567,P1,134,55.6,31.9,286,149,576,P1,False,D,4,,0,311,
South 24 Parganas,201,S24P-201,62,Market Building 62,286,258,1,545,47.34,104,19.1,267,136,3,448,P1,131,59.6,30.4,263,97,467,P1,False,D,4,,0,232,
South 24 Parganas,201,S24P-201,63,Anganwadi Centre 63,374,343,0,717,47.84,116,16.2,396,114,4,629,P1,282,63.0,18.1,328,186,603,P1,False,D,4,,0,305,
South 24 Parganas,201,S24P-201,64,Anganwadi Centre 64,370,349,1,720,48.47,111,15.4,374,165,7,599,P1,209,62.4,27.5,381,161,602,P1,False,D,4,,0,307,
South 24 Parganas,201,S24P-201,65,Madrasa 65,355,326,1,682,47.8,88,12.9,287,197,4,538,P1,90,53.3,36.6,333,171,563,P1,False,D,4,,0,290,
South 24 Parganas,201,S24P-201,66,Temple Hall 66,402,416,1,819,50.79,109,13.3,452,172,3,693,P1,280,65.2,24.8,306,204,658,P1,False,D,4,,0,349,
South 24 Parganas,201,S24P-201,67,Club Building 67,378,382,1,761,50.2,141,18.5,368,91,11,620,P1,224,59.4,14.7,380,136,650,P1,False,D,4,,0,324,
South 24 Parganas,201,S24P-201,68,Panchayat Bhavan 68,328,297,0,625,47.52,85,13.6,324,123,2,497,P1,201,65.2,24.7,348,100,497,P1,False,D,4,,0,266,
South 24 Parganas,201,S24P-201,69,Community Hall 69,303,295,1,599,49.25,83,13.9,339,106,4,495,P1,233,68.5,21.4,278,137,461,P1,False,D,4,,0,255,
South 24 Parganas,201,S24P-201,70,Primary School 70,290,276,1,567,48.68,70,12.3,298,113,5,457,P1,185,65.2,24.7,294,136,496,P1,False,D,4,,0,241,
South 24 Parganas,201,S24P-201,71,Temple Hall 71,307,308,0,615,50.08,90,14.6,335,82,5,494,P1,253,67.8,16.6,258,109,491,P1,False,D,4,,0,262,
South 24 Parganas,201,S24P-201,72,Community Hall 72,398,398,0,796,50.0,152,19.1,472,151,7,692,P1,321,68.2,21.8,411,169,645,P1,False,D,4,,0,339,
South 24 Parganas,201,S24P-201,73,Anganwadi Centre 73,303,303,0,606,50.0,103,17.0,290,158,6,519,P1,132,55.9,30.4,328,96,472,P1,False,D,4,,0,258,
South 24 Parganas,201,S24P-201,74,Madrasa 74,338,314,0,652,48.16,102,15.6,340,133,2,525,P1,207,64.8,25.3,348,87,574,P1,False,D,4,,0,278,
South 24 Parganas,201,S24P-201,75,Panchayat Bhavan 75,356,334,1,691,48.34,88,12.7,400,79,2,533,P1,321,75.0,14.8,396,82,531,P1,False,D,4,,0,294,
South 24 Parganas,201,S24P-201,76,High School 76,376,365,1,742,49.19,114,15.4,409,125,3,593,P1,284,69.0,21.1,326,130,616,P1,False,D,4,,0,316,
South 24 Parganas,201,S24P-201,77,Market Building 77,248,234,1,483,48.45,68,14.1,260,124,4,427,P1,136,60.9,29.0,177,110,388,P1,False,D,4,,0,206,
South 24 Parganas,201,S24P-201,78,Temple Hall 78,253,245,1,499,49.1,87,17.4,211,159,2,419,P1,52,50.4,37.9,215,99,422,P1,False,D,4,,0,212,
South 24 Parganas,201,S24P-201,79,Temple Hall 79,348,348,1,697,49.93,110,15.8,369,158,4,585,P1,211,63.1,27.0,353,133,540,P1,False,D,4,,0,297,
South 24 Parganas,201,S24P-201,80,Govt Office 80,336,327,0,663,49.32,80,12.1,285,166,12,577,P1,119,49.4,28.8,322,146,573,P1,False,D,4,,0,282,
South 24 Parganas,201,S24P-201,81,Community Hall 81,377,340,0,717,47.42,93,13.0,381,157,6,598,P1,224,63.7,26.3,364,175,598,P1,False,D,4,,0,305,
South 24 Parganas,201,S24P-201,82,Govt Office 82,399,407,1,807,50.43,141,17.5,404,192,6,663,P1,212,60.9,29.0,432,201,712,P1,False,D,4,,0,344,
South 24 Parganas,201,S24P-201,83,Club Building 83,281,278,0,559,49.73,89,15.9,266,142,4,470,P1,124,56.6,30.2,357,80,486,P1,False,D,4,,0,238,
South 24 Parganas,201,S24P-201,84,High School 84,298,305,1,604,50.5,89,14.7,402,61,4,514,P1,341,78.2,11.9,332,138,522,P1,False,D,4,,0,257,
South 24 Parganas,201,S24P-201,85,Panchayat Bhavan 85,333,312,0,645,48.37,115,17.8,436,75,3,568,P1,361,76.8,13.2,403,72,528,P1,False,D,4,,0,275,
South 24 Parganas,201,S24P-201,86,High School 86,308,309,1,618,50.0,93,15.0,267,163,3,478,P1,104,55.9,34.1,326,148,539,P1,False,D,4,,0,263,
South 24 Parganas,201,S24P-201,87,Club Building 87,366,373,1,740,50.41,117,15.8,349,142,5,614,P1,207,56.8,23.1,362,139,653,P1,False,D,4,,0,315,
South 24 Parganas,201,S24P-201,88,Anganwadi Centre 88,259,261,1,521,50.1,57,10.9,228,110,4,441,P1,118,51.7,24.9,234,125,460,P1,False,D,4,,0,222,
South 24 Parganas,201,S24P-201,89,Primary School 89,353,340,0,693,49.06,120,17.3,349,170,6,584,P1,179,59.8,29.1,391,136,585,P1,False,D,4,,0,295,
South 24 Parganas,201,S24P-201,90,Govt Office 90,256,233,0,489,47.65,91,18.6,261,104,4,412,P1,157,63.3,25.2,321,51,414,P1,False,D,4,,0,208,
South 24 Parganas,201,S24P-201,91,Anganwadi Centre 91,283,270,1,554,48.74,91,16.4,229,106,15,471,P1,113,48.6,22.5,261,126,430,P1,False,D,4,,0,236,
South 24 Parganas,201,S24P-201,92,Temple Hall 92,368,361,1,730,49.45,81,11.1,451,84,2,594,P1,367,75.9,14.1,408,130,598,P1,False,D,4,,0,311,
South 24 Parganas,201,S24P-201,93,Club Building 93,322,314,1,637,49.29,103,16.2,283,160,4,492,P1,123,57.5,32.5,370,124,549,P1,False,D,4,,0,271,
South 24 Parganas,201,S24P-201,94,Community Hall 94,317,326,1,644,50.62,124,19.3,266,148,9,504,P1,118,52.8,29.4,294,112,508,P1,False,D,4,,0,274,
South 24 Parganas,201,S24P-201,95,Primary School 95,335,318,0,653,48.7,72,11.0,297,154,4,527,P1,143,56.4,29.2,262,125,509,P1,False,D,4,,0,278,
South 24 Parganas,201,S24P-201,96,Health Sub-Centre 96,265,249,1,515,48.35,83,16.1,285,86,3,412,P1,199,69.2,20.9,258,100,402,P1,False,D,4,,0,219,
South 24 Parganas,201,S24P-201,97,Primary School 97,274,259,1,534,48.5,100,18.7,290,106,5,441,P1,184,65.8,24.0,325,66,434,P1,False,D,4,,0,227,
South 24 Parganas,201,S24P-201,98,Club Building 98,255,245,0,500,49.0,92,18.4,253,116,2,413,P1,137,61.3,28.1,253,136,432,P1,False,D,4,,0,213,
South 24 Parganas,201,S24P-201,99,Temple Hall 99,346,339,1,686,49.42,81,11.8,323,184,4,563,P1,139,57.4,32.7,374,100,592,P1,False,D,4,,0,292,
South 24 Parganas,201,S24P-201,100,Market Building 100,386,399,1,786,50.76,136,17.3,383,171,3,615,P1,212,62.3,27.8,390,210,666,P1,False,D,4,,0,335,
South 24 Parganas,201,S24P-201,101,High School 101,384,352,1,737,47.76,141,19.1,377,126,5,607,P1,251,62.1,20.8,360,71,574,P1,False,D,4,,0,314,
South 24 Parganas,201,S24P-201,102,Club Building 102,300,277,0,577,48.01,110,19.1,281,106,4,457,P1,175,61.5,23.2,313,96,497,P1,False,D,4,,0,246,
South 24 Parganas,201,S24P-201,103,Health Sub-Centre 103,390,365,0,755,48.34,86,11.4,409,164,4,648,P1,245,63.1,25.3,316,183,606,P1,False,D,4,,0,322,
South 24 Parganas,201,S24P-201,104,Community Hall 104,255,246,0,501,49.1,89,17.8,229,91,5,409,P1,138,56.0,22.2,251,106,410,P1,False,D,4,,0,213,
South 24 Parganas,201,S24P-201,105,Health Sub-Centre 105,267,273,1,541,50.46,96,17.7,302,81,3,426,P1,221,70.9,19.0,289,129,470,P1,False,D,4,,0,230,
South 24 Parganas,201,S24P-201,106,Club Building 106,371,381,1,753,50.6,127,16.9,348,209,7,619,P1,139,56.2,33.8,375,124,624,P1,False,D,4,,0,321,
South 24 Parganas,201,S24P-201,107,Govt Office 107,295,295,1,591,49.92,86,14.6,285,158,4,492,P1,127,57.9,32.1,276,139,471,P1,False,D,4,,0,252,
South 24 Parganas,201,S24P-201,108,High School 108,299,303,0,602,50.33,73,12.1,335,119,6,504,P1,216,66.5,23.6,237,84,465,P1,False,D,4,,0,256,
South 24 Parganas,201,S24P-201,109,High School 109,380,348,0,728,47.8,82,11.3,317,145,5,608,P1,172,52.1,23.8,354,137,559,P1,False,D,4,,0,310,
South 24 Parganas,201,S24P-201,110,Primary School 110,270,243,1,514,47.28,100,19.5,251,51,6,414,P1,150,60.6,12.3,288,78,407,P1,False,D,4,,0,219,
South 24 Parganas,201,S24P-201,111,Primary School 111,257,264,0,521,50.67,100,19.2,261,123,2,432,P1,138,60.4,28.5,230,98,448,P1,False,D,4,,0,222,
South 24 Parganas,201,S24P-201,112,Market Building 112,266,247,1,514,48.05,85,16.5,270,91,3,401,P1,179,67.3,22.7,268,86,414,P1,False,D,4,,0,219,
South 24 Parganas,201,S24P-201,113,Health Sub-Centre 113,274,278,1,553,50.27,107,19.3,250,118,8,478,P1,132,52.3,24.7,311,93,449,P1,False,D,4,,0,235,
South 24 Parganas,201,S24P-201,114,Govt Office 114,312,298,0,610,48.85,98,16.1,318,113,5,478,P1,205,66.5,23.6,277,143,467,P1,False,D,4,,0,260,
South 24 Parganas,201,S24P-201,115,Community Hall 115,418,385,0,803,47.95,126,15.7,355,240,7,661,P1,115,53.7,36.3,341,266,674,P1,False,D,4,,0,342,
South 24 Parganas,201,S24P-201,116,Panchayat Bhavan 116,335,307,0,642,47.82,112,17.4,339,131,2,522,P1,208,64.9,25.1,303,155,540,P1,False,D,4,,0,273,
South 24 Parganas,201,S24P-201,117,Anganwadi Centre 117,340,350,1,691,50.65,100,14.5,352,146,9,610,P1,206,57.7,23.9,342,120,597,P1,False,D,4,,0,294,
South 24 Parganas,201,S24P-201,118,Madrasa 118,240,245,0,485,50.52,81,16.7,226,128,3,393,P1,98,57.5,32.6,229,144,415,P1,False,D,4,,0,207,
South 24 Parganas,201,S24P-201,119,Market Building 119,341,320,0,661,48.41,73,11.0,311,146,7,549,P1,165,56.6,26.6,352,74,541,P1,False,D,4,,0,281,
South 24 Parganas,201,S24P-201,120,Health Sub-Centre 120,365,359,1,725,49.52,78,10.8,382,168,7,611,P1,214,62.5,27.5,384,130,571,P1,False,D,4,,0,309,
South 24 Parganas,201,S24P-201,121,Anganwadi Centre 121,414,405,1,820,49.39,116,14.1,364,171,11,637,P1,193,57.1,26.8,469,105,657,P1,False,D,4,,0,349,
South 24 Parganas,201,S24P-201,122,Club Building 122,402,372,1,775,48.0,115,14.8,357,136,9,620,P1,221,57.6,21.9,378,197,655,P1,False,D,4,,0,330,
South 24 Parganas,201,S24P-201,123,Club Building 123,382,368,0,750,49.07,106,14.1,315,161,6,614,P1,154,51.3,26.2,376,149,583,P1,False,D,4,,0,319,
South 24 Parganas,201,S24P-201,124,Market Building 124,392,352,0,744,47.31,132,17.7,452,124,4,639,P1,328,70.7,19.4,380,170,612,P1,False,D,4,,0,317,
South 24 Parganas,201,S24P-201,125,Health Sub-Centre 125,308,318,1,627,50.72,72,11.5,276,112,7,521,P1,154,53.0,21.5,334,116,519,P1,False,D,4,,0,267,
South 24 Parganas,201,S24P-201,126,Temple Hall 126,271,244,1,516,47.29,85,16.5,208,129,4,395,P1,79,52.7,32.7,272,93,405,P1,False,D,4,,0,220,
South 24 Parganas,201,S24P-201,127,Govt Office 127,365,353,0,718,49.16,103,14.3,406,141,5,608,P1,265,66.8,23.2,416,124,633,P1,False,D,4,,0,306,
South 24 Parganas,201,S24P-201,128,Panchayat Bhavan 128,396,380,1,777,48.91,135,17.4,415,148,7,626,P1,267,66.3,23.6,394,119,596,P1,False,D,4,,0,331,
South 24 Parganas,201,S24P-201,129,Community Hall 129,346,355,1,702,50.57,100,14.2,292,209,4,572,P1,83,51.0,36.5,263,156,586,P1,False,D,4,,0,299,
South 24 Parganas,201,S24P-201,130,Club Building 130,301,297,1,599,49.58,68,11.4,280,141,4,506,P1,139,55.3,27.9,286,98,511,P1,False,D,4,,0,255,
South 24 Parganas,201,S24P-201,131,Govt Office 131,338,307,0,645,47.6,102,15.8,323,136,5,510,P1,187,63.3,26.7,271,169,517,P1,False,D,4,,0,275,
South 24 Parganas,201,S24P-201,132,Health Sub-Centre 132,351,317,1,669,47.38,125,18.7,341,147,8,575,P1,194,59.3,25.6,395,106,557,P1,False,D,4,,0,285,
South 24 Parganas,201,S24P-201,133,Panchayat Bhavan 133,324,301,1,626,48.08,77,12.3,304,143,3,497,P1,161,61.2,28.8,320,123,498,P1,False,D,4,,0,267,
South 24 Parganas,201,S24P-201,134,Market Building 134,403,415,1,819,50.67,92,11.2,418,198,3,685,P1,220,61.0,28.9,445,185,700,P1,False,D,4,,0,349,
South 24 Parganas,201,S24P-201,135,High School 135,308,318,0,626,50.8,105,16.8,232,149,18,532,P1,83,43.6,28.0,272,152,529,P1,False,D,4,,0,267,
South 24 Parganas,201,S24P-201,136,High School 136,292,290,1,583,49.74,64,11.0,314,121,2,483,P1,193,65.0,25.1,312,115,475,P1,False,D,4,,0,248,
South 24 Parganas,201,S24P-201,137,Club Building 137,382,343,0,725,47.31,92,12.7,387,133,5,578,P1,254,67.0,23.0,337,184,620,P1,False,D,4,,0,309,
South 24 Parganas,201,S24P-201,138,Market Building 138,341,341,1,683,49.93,108,15.8,361,71,4,544,P1,259,66.4,13.1,315,178,548,P1,False,D,4,,0,291,
South 24 Parganas,201,S24P-201,139,Health Sub-Centre 139,246,252,1,499,50.5,72,14.4,253,109,3,409,P1,144,61.9,26.7,246,70,395,P1,False,D,4,,0,212,
South 24 Parganas,201,S24P-201,140,High School 140,302,300,0,602,49.83,90,15.0,235,146,3,488,P1,89,48.2,29.9,325,125,500,P1,False,D,4,,0,256,
South 24 Parganas,201,S24P-201,141,Club Building 141,308,303,0,611,49.59,94,15.4,319,158,6,532,P1,161,60.0,29.7,286,118,491,P1,False,D,4,,0,260,
South 24 Parganas,201,S24P-201,142,Panchayat Bhavan 142,384,369,0,753,49.0,108,14.3,419,152,3,634,P1,267,66.1,24.0,453,108,623,P1,False,D,4,,0,321,
South 24 Parganas,201,S24P-201,143,Post Office 143,289,259,0,548,47.26,99,18.1,254,124,6,432,P1,130,58.8,28.7,260,159,466,P1,False,D,4,,0,233,
South 24 Parganas,201,S24P-201,144,Panchayat Bhavan 144,306,303,1,610,49.67,110,18.0,267,104,5,498,P1,150,53.6,20.9,286,142,475,P1,False,D,4,,0,260,
South 24 Parganas,201,S24P-201,145,Market Building 145,413,385,0,798,48.25,101,12.7,389,150,3,618,P1,239,62.9,24.3,411,180,657,P1,False,D,4,,0,340,
South 24 Parganas,201,S24P-201,146,Post Office 146,312,297,1,610,48.69,64,10.5,378,88,5,518,P1,290,73.0,17.0,304,107,467,P1,False,D,4,,0,260,
South 24 Parganas,201,S24P-201,147,Market Building 147,391,376,0,767,49.02,123,16.0,407,146,2,614,P1,261,66.3,23.8,353,178,597,P1,False,D,4,,0,327,
South 24 Parganas,201,S24P-201,148,Community Hall 148,276,269,1,546,49.27,100,18.3,296,94,3,434,P1,202,68.2,21.7,266,102,425,P1,False,D,4,,0,233,
South 24 Parganas,201,S24P-201,149,Govt Office 149,274,266,1,541,49.17,77,14.2,286,128,2,475,P1,158,60.2,26.9,318,100,464,P1,False,D,4,,0,230,
South 24 Parganas,201,S24P-201,150,Panchayat Bhavan 150,335,328,1,664,49.4,91,13.7,343,125,6,520,P1,218,66.0,24.0,386,139,583,P1,False,D,4,,0,283,
South 24 Parganas,201,S24P-201,151,Primary School 151,391,397,1,789,50.32,140,17.7,385,89,14,618,P1,262,62.3,14.4,396,143,610,P1,False,D,4,,0,336,
South 24 Parganas,201,S24P-201,152,Primary School 152,389,387,0,776,49.87,121,15.6,357,186,4,603,P1,171,59.2,30.8,386,195,646,P1,False,D,4,,0,330,
South 24 Parganas,201,S24P-201,153,High School 153,390,401,1,792,50.63,153,19.3,421,172,6,662,P1,249,63.6,26.0,395,167,686,P1,False,D,4,,0,337,
South 24 Parganas,201,S24P-201,154,Anganwadi Centre 154,277,267,0,544,49.08,91,16.7,274,105,1,421,P1,169,65.1,24.9,232,115,432,P1,False,D,4,,0,232,
South 24 Parganas,201,S24P-201,155,Post Office 155,321,302,0,623,48.48,116,18.6,312,153,2,521,P1,159,59.9,29.4,356,136,547,P1,False,D,4,,0,265,
