district,ac_code,ac_name,part_no,booth_name,year,votes_P1,votes_P2,votes_P3,votes_P4,votes_NOTA,total_votes,winner,margin,turnout_pct
Nadia,501,Nadia-501,65,Anganwadi Centre 65,2021,287,166,3,85,6,547,P1,121,82.9
Nadia,501,Nadia-501,66,Market Building 66,2019,359,176,4,50,5,594,P1,183,79.6
Nadia,501,Nadia-501,66,Market Building 66,2021,336,183,2,50,5,576,P1,153,77.2
Nadia,501,Nadia-501,67,Anganwadi Centre 67,2019,261,129,3,36,5,434,P1,132,81.9
Nadia,501,Nadia-501,67,Anganwadi Centre 67,2021,251,159,5,36,5,456,P1,92,86.0
Nadia,501,Nadia-501,68,Health Sub-Centre 68,2019,382,186,3,54,6,631,P1,196,78.0
Nadia,501,Nadia-501,68,Health Sub-Centre 68,2021,361,224,7,52,6,650,P1,137,80.3
Nadia,501,Nadia-501,69,Club Building 69,2019,202,157,4,103,5,471,P1,45,77.9
Nadia,501,Nadia-501,69,Club Building 69,2021,272,118,7,73,5,475,P1,154,78.5
Nadia,501,Nadia-501,70,Govt Office 70,2019,312,123,7,81,5,528,P1,189,79.0
Nadia,501,Nadia-501,70,Govt Office 70,2021,290,174,4,53,6,527,P1,116,78.9
Nadia,501,Nadia-501,71,Health Sub-Centre 71,2019,238,151,4,34,5,432,P1,87,77.4
Nadia,501,Nadia-501,71,Health Sub-Centre 71,2021,267,132,5,42,4,450,P1,135,80.6
Nadia,501,Nadia-501,72,Health Sub-Centre 72,2019,381,209,4,55,6,655,P1,172,86.4
Nadia,501,Nadia-501,72,Health Sub-Centre 72,2021,247,179,7,158,6,597,P1,68,78.8
Nadia,501,Nadia-501,73,Primary School 73,2019,342,164,5,58,6,575,P1,178,76.9
Nadia,501,Nadia-501,73,Primary School 73,2021,423,164,8,51,6,652,P1,259,87.2
Nadia,501,Nadia-501,74,Madrasa 74,2019,304,124,5,38,5,476,P1,180,83.7
Nadia,501,Nadia-501,74,Madrasa 74,2021,297,139,5,39,5,485,P1,158,85.2
Nadia,501,Nadia-501,75,Madrasa 75,2019,304,186,6,55,5,556,P1,118,82.2
Nadia,501,Nadia-501,75,Madrasa 75,2021,323,186,6,45,5,565,P1,137,83.6
Nadia,501,Nadia-501,76,Madrasa 76,2019,277,152,5,38,4,476,P1,125,79.2
Nadia,501,Nadia-501,76,Madrasa 76,2021,307,137,6,51,6,507,P1,170,84.4
Nadia,501,Nadia-501,77,Anganwadi Centre 77,2019,374,176,6,49,6,611,P1,198,85.2
Nadia,501,Nadia-501,77,Anganwadi Centre 77,2021,309,180,4,62,6,561,P1,129,78.2
Nadia,501,Nadia-501,78,High School 78,2019,313,202,2,49,7,573,P1,111,85.3
Nadia,501,Nadia-501,78,High School 78,2021,340,178,5,47,5,575,P1,162,85.6
Nadia,501,Nadia-501,79,Club Building 79,2019,277,144,5,37,4,467,P1,133,76.1
Nadia,501,Nadia-501,79,Club Building 79,2021,236,192,6,42,4,480,P1,44,78.2
Nadia,501,Nadia-501,80,Anganwadi Centre 80,2019,253,111,4,33,3,404,P1,142,83.3
Nadia,501,Nadia-501,80,Anganwadi Centre 80,2021,218,134,4,52,4,412,P1,84,84.9
Nadia,501,Nadia-501,81,Primary School 81,2019,211,177,2,37,4,431,P1,34,75.6
Nadia,501,Nadia-501,81,Primary School 81,2021,273,165,5,38,5,486,P1,108,85.3
Nadia,501,Nadia-501,82,High School 82,2019,361,147,3,48,5,564,P1,214,86.4
Nadia,501,Nadia-501,82,High School 82,2021,282,218,5,47,6,558,P1,64,85.5
Nadia,501,Nadia-501,83,Club Building 83,2019,240,143,9,72,5,469,P1,97,76.4
Nadia,501,Nadia-501,83,Club Building 83,2021,232,166,11,88,5,502,P1,66,81.8
Nadia,501,Nadia-501,84,Health Sub-Centre 84,2019,256,190,2,43,5,496,P1,66,85.2
Nadia,501,Nadia-501,84,Health Sub-Centre 84,2021,281,141,2,40,4,468,P1,140,80.4
Nadia,501,Nadia-501,85,Post Office 85,2019,357,189,6,49,6,607,P1,168,77.0
Nadia,501,Nadia-501,85,Post Office 85,2021,383,169,8,116,7,683,P1,214,86.7
Nadia,501,Nadia-501,86,Anganwadi Centre 86,2019,371,151,6,47,5,580,P1,220,76.8
Nadia,501,Nadia-501,86,Anganwadi Centre 86,2021,325,197,9,71,6,608,P1,128,80.5
Nadia,501,Nadia-501,87,Temple Hall 87,2019,417,183,7,68,7,682,P1,234,85.2
Nadia,501,Nadia-501,87,Temple Hall 87,2021,332,223,7,48,7,617,P1,109,77.1
Nadia,501,Nadia-501,88,Post Office 88,2019,263,141,5,35,5,449,P1,122,81.5
Nadia,501,Nadia-501,88,Post Office 88,2021,280,132,2,39,5,458,P1,148,83.1
Nadia,501,Nadia-501,89,Govt Office 89,2019,196,147,8,92,4,447,P1,49,81.7
Nadia,501,Nadia-501,89,Govt Office 89,2021,220,69,5,126,5,425,P1,94,77.7
Nadia,501,Nadia-501,90,Govt Office 90,2019,261,98,6,100,5,470,P1,161,83.8
Nadia,501,Nadia-501,90,Govt Office 90,2021,278,120,2,55,4,459,P1,158,81.8
Nadia,501,Nadia-501,91,Community Hall 91,2019,329,108,4,40,5,486,P1,221,83.9
Nadia,501,Nadia-501,91,Community Hall 91,2021,267,134,3,37,4,445,P1,133,76.9
Nadia,501,Nadia-501,92,Post Office 92,2019,272,134,8,78,5,497,P1,138,86.0
Nadia,501,Nadia-501,92,Post Office 92,2021,317,87,5,36,4,449,P1,230,77.7
Nadia,501,Nadia-501,93,Post Office 93,2019,342,152,6,43,6,549,P1,190,75.9
Nadia,501,Nadia-501,93,Post Office 93,2021,308,151,6,126,6,597,P1,157,82.6
Nadia,501,Nadia-501,94,Govt Office 94,2019,316,128,5,39,5,493,P1,188,77.3
Nadia,501,Nadia-501,94,Govt Office 94,2021,283,170,7,77,6,543,P1,113,85.1
Nadia,501,Nadia-501,95,Temple Hall 95,2019,351,261,6,55,7,680,P1,90,86.1
Nadia,501,Nadia-501,95,Temple Hall 95,2021,381,142,3,71,6,603,P1,239,76.3
Nadia,501,Nadia-501,96,Primary School 96,2019,458,133,5,54,7,657,P1,325,81.8
Nadia,501,Nadia-501,96,Primary School 96,2021,366,209,5,85,6,671,P1,157,83.6
Nadia,501,Nadia-501,97,Panchayat Bhavan 97,2019,296,145,6,76,6,529,P1,151,78.1
Nadia,501,Nadia-501,97,Panchayat Bhavan 97,2021,304,191,4,46,5,550,P1,113,81.2
Nadia,501,Nadia-501,98,Club Building 98,2019,216,132,8,103,5,464,P1,84,85.5
Nadia,501,Nadia-501,98,Club Building 98,2021,172,178,6,71,4,431,P2,6,79.4
Nadia,501,Nadia-501,99,Anganwadi Centre 99,2019,378,159,4,50,6,597,P1,219,79.1
Nadia,501,Nadia-501,99,Anganwadi Centre 99,2021,308,210,6,69,6,599,P1,98,79.3
Nadia,501,Nadia-501,100,Primary School 100,2019,278,175,8,78,5,544,P1,103,78.8
Nadia,501,Nadia-501,100,Primary School 100,2021,341,184,3,69,6,603,P1,157,87.4
Nadia,501,Nadia-501,101,Govt Office 101,2019,223,144,2,68,4,441,P1,79,76.4
Nadia,501,Nadia-501,101,Govt Office 101,2021,220,121,4,107,4,456,P1,99,79.0
Nadia,501,Nadia-501,102,Anganwadi Centre 102,2019,205,141,15,109,5,475,P1,64,85.7
Nadia,501,Nadia-501,102,Anganwadi Centre 102,2021,237,157,3,37,3,437,P1,80,78.9
Nadia,501,Nadia-501,103,Market Building 103,2019,311,211,7,71,6,606,P1,100,80.2
Nadia,501,Nadia-501,103,Market Building 103,2021,333,212,7,48,5,605,P1,121,80.0
Nadia,501,Nadia-501,104,Health Sub-Centre 104,2019,317,141,23,165,7,653,P1,152,79.9
Nadia,501,Nadia-501,104,Health Sub-Centre 104,2021,325,269,7,53,6,660,P1,56,80.8
Nadia,501,Nadia-501,105,Govt Office 105,2019,293,180,6,42,4,525,P1,113,78.0
Nadia,501,Nadia-501,105,Govt Office 105,2021,282,189,3,45,4,523,P1,93,77.7
Nadia,501,Nadia-501,106,Panchayat Bhavan 106,2019,357,135,5,44,6,547,P1,222,83.9
Nadia,501,Nadia-501,106,Panchayat Bhavan 106,2021,322,160,4,44,6,536,P1,162,82.2
Nadia,501,Nadia-501,107,Primary School 107,2019,256,153,4,37,4,454,P1,103,85.2
Nadia,501,Nadia-501,107,Primary School 107,2021,240,106,8,68,4,426,P1,134,79.9
Nadia,501,Nadia-501,108,Govt Office 108,2019,253,180,4,40,4,481,P1,73,83.4
Nadia,501,Nadia-501,108,Govt Office 108,2021,251,140,4,65,5,465,P1,111,80.6
Nadia,501,Nadia-501,109,Market Building 109,2019,293,254,3,52,6,608,P1,39,79.7
Nadia,501,Nadia-501,109,Market Building 109,2021,338,243,2,56,7,646,P1,95,84.7
Nadia,501,Nadia-501,110,Panchayat Bhavan 110,2019,352,144,7,76,6,585,P1,208,77.0
Nadia,501,Nadia-501,110,Panchayat Bhavan 110,2021,354,175,7,46,6,588,P1,179,77.4
Nadia,501,Nadia-501,111,High School 111,2019,260,169,3,40,4,476,P1,91,84.7
Nadia,501,Nadia-501,111,High School 111,2021,275,116,4,35,4,434,P1,159,77.2
Nadia,501,Nadia-501,112,Temple Hall 112,2019,236,132,7,95,5,475,P1,104,85.0
Nadia,501,Nadia-501,112,Temple Hall 112,2021,286,102,4,34,6,432,P1,184,77.3
Nadia,501,Nadia-501,113,Anganwadi Centre 113,2019,252,140,8,68,4,472,P1,112,77.5
Nadia,501,Nadia-501,113,Anganwadi Centre 113,2021,340,129,6,41,5,521,P1,211,85.6
Nadia,501,Nadia-501,114,Govt Office 114,2019,260,174,2,42,4,482,P1,86,85.8
Nadia,501,Nadia-501,114,Govt Office 114,2021,232,122,5,74,5,438,P1,110,77.9
Nadia,501,Nadia-501,115,Panchayat Bhavan 115,2019,358,111,5,41,6,521,P1,247,77.1
Nadia,501,Nadia-501,115,Panchayat Bhavan 115,2021,317,168,8,90,6,589,P1,149,87.1
Nadia,501,Nadia-501,116,Anganwadi Centre 116,2019,408,143,4,51,6,612,P1,265,82.9
Nadia,501,Nadia-501,116,Anganwadi Centre 116,2021,292,264,5,55,6,622,P1,28,84.3
Nadia,501,Nadia-501,117,Madrasa 117,2019,257,128,3,35,5,428,P1,129,83.9
Nadia,501,Nadia-501,117,Madrasa 117,2021,188,158,7,64,4,421,P1,30,82.5
Nadia,501,Nadia-501,118,Madrasa 118,2019,208,158,6,64,5,441,P1,50,82.0
Nadia,501,Nadia-501,118,Madrasa 118,2021,251,160,2,39,4,456,P1,91,84.8
Nadia,501,Nadia-501,119,Govt Office 119,2019,305,145,6,39,5,500,P1,160,79.2
Nadia,501,Nadia-501,119,Govt Office 119,2021,298,121,5,52,5,481,P1,177,76.2
Nadia,501,Nadia-501,120,Anganwadi Centre 120,2019,310,121,4,39,4,478,P1,189,75.8
Nadia,501,Nadia-501,120,Anganwadi Centre 120,2021,294,183,2,46,5,530,P1,111,84.0
Nadia,501,Nadia-501,121,Temple Hall 121,2019,302,192,8,90,6,598,P1,110,81.5
Nadia,501,Nadia-501,121,Temple Hall 121,2021,374,155,5,47,7,588,P1,219,80.1
Nadia,501,Nadia-501,122,Govt Office 122,2019,367,142,10,92,7,618,P1,225,86.1
Nadia,501,Nadia-501,122,Govt Office 122,2021,358,158,4,48,6,574,P1,200,79.9
Nadia,501,Nadia-501,123,Post Office 123,2019,341,181,3,49,7,581,P1,160,82.8
Nadia,501,Nadia-501,123,Post Office 123,2021,348,161,11,78,5,603,P1,187,85.9
Nadia,501,Nadia-501,124,Temple Hall 124,2019,274,175,9,93,6,557,P1,99,82.9
Nadia,501,Nadia-501,124,Temple Hall 124,2021,377,135,3,48,6,569,P1,242,84.7
Nadia,501,Nadia-501,125,Post Office 125,2019,203,142,4,54,3,406,P1,61,80.4
Nadia,501,Nadia-501,125,Post Office 125,2021,178,114,15,109,4,420,P1,64,83.2
Nadia,501,Nadia-501,126,Panchayat Bhavan 126,2019,369,233,5,55,6,668,P1,136,87.2
Nadia,501,Nadia-501,126,Panchayat Bhavan 126,2021,324,256,4,54,7,645,P1,68,84.2
Nadia,501,Nadia-501,127,Anganwadi Centre 127,2019,364,205,3,54,6,632,P1,159,78.9
Nadia,501,Nadia-501,127,Anganwadi Centre 127,2021,400,174,11,75,7,667,P1,226,83.3
Nadia,501,Nadia-501,128,Health Sub-Centre 128,2019,244,128,3,34,4,413,P1,116,85.7
Nadia,501,Nadia-501,128,Health Sub-Centre 128,2021,231,114,1,33,5,384,P1,117,79.7
Nadia,501,Nadia-501,129,High School 129,2019,266,218,4,44,5,537,P1,48,83.3
Nadia,501,Nadia-501,129,High School 129,2021,301,179,7,53,6,546,P1,122,84.7
Nadia,501,Nadia-501,130,Health Sub-Centre 130,2019,267,159,2,41,4,473,P1,108,85.5
Nadia,501,Nadia-501,130,Health Sub-Centre 130,2021,297,85,2,44,3,431,P1,212,77.9
Nadia,501,Nadia-501,131,Govt Office 131,2019,331,142,5,42,5,525,P1,189,77.7
Nadia,501,Nadia-501,131,Govt Office 131,2021,256,184,6,99,6,551,P1,72,81.5
Nadia,501,Nadia-501,132,Primary School 132,2019,298,137,6,38,4,483,P1,161,81.7
Nadia,501,Nadia-501,132,Primary School 132,2021,302,141,4,41,5,493,P1,161,83.4
Nadia,501,Nadia-501,133,Club Building 133,2019,369,186,3,53,6,617,P1,183,83.5
Nadia,501,Nadia-501,133,Club Building 133,2021,297,224,2,50,6,579,P1,73,78.3
Nadia,501,Nadia-501,134,Health Sub-Centre 134,2019,213,168,6,71,5,463,P1,45,77.7
Nadia,501,Nadia-501,134,Health Sub-Centre 134,2021,262,109,13,92,5,481,P1,153,80.7
Nadia,501,Nadia-501,135,Primary School 135,2019,316,184,5,45,6,556,P1,132,87.0
Nadia,501,Nadia-501,135,Primary School 135,2021,256,172,5,55,5,493,P1,84,77.2
Nadia,501,Nadia-501,136,Anganwadi Centre 136,2019,247,109,3,84,5,448,P1,138,82.5
Nadia,501,Nadia-501,136,Anganwadi Centre 136,2021,220,147,7,74,5,453,P1,73,83.4
Nadia,501,Nadia-501,137,Primary School 137,2019,258,182,3,41,5,489,P1,76,78.6
Nadia,501,Nadia-501,137,Primary School 137,2021,255,144,2,71,5,477,P1,111,76.7
Nadia,501,Nadia-501,138,Market Building 138,2019,335,161,4,83,7,590,P1,174,78.0
Nadia,501,Nadia-501,138,Market Building 138,2021,456,102,3,53,6,620,P1,354,82.0
Nadia,501,Nadia-501,139,High School 139,2019,376,157,2,51,6,592,P1,219,84.5
Nadia,501,Nadia-501,139,High School 139,2021,358,177,3,51,6,595,P1,181,84.9
Nadia,501,Nadia-501,140,Govt Office 140,2019,258,162,4,38,5,467,P1,96,87.3
Nadia,501,Nadia-501,140,Govt Office 140,2021,308,91,5,35,5,444,P1,217,83.0
Nadia,501,Nadia-501,141,Post Office 141,2019,283,212,7,54,6,562,P1,71,75.9
Nadia,501,Nadia-501,141,Post Office 141,2021,256,186,7,136,6,591,P1,70,79.9
Nadia,501,Nadia-501,142,Anganwadi Centre 142,2019,418,149,6,51,6,630,P1,269,82.8
Nadia,501,Nadia-501,142,Anganwadi Centre 142,2021,421,173,7,53,6,660,P1,248,86.7
